ENST00000447771	1
ENST00000329451	1
ENST00000570330	6
ENST00000374450	19
ENST00000529099	2
ENST00000356607	2
ENST00000578434	0
ENST00000547247	1
ENST00000590856	29
ENST00000264972	3
ENST00000473730	0
ENST00000444836	4
ENST00000595541	7
ENST00000583127	13
ENST00000466707	3
ENST00000512242	7
ENST00000600987	0
ENST00000304581	2
ENST00000517393	0
ENST00000297347	31
ENST00000420411	1
ENST00000258455	0
ENST00000216185	13
ENST00000510979	8
ENST00000490121	11
ENST00000481522	4
ENST00000493867	3
ENST00000470209	1
ENST00000487131	2
ENST00000589060	1
ENST00000599097	1
ENST00000407911	3
ENST00000357360	2
ENST00000315436	9
ENST00000622960	2
ENST00000228740	17
ENST00000638069	17
ENST00000426126	38
ENST00000467041	2
ENST00000421694	27
ENST00000506317	1
ENST00000465694	0
ENST00000368302	1
ENST00000221232	48
ENST00000375976	19
ENST00000522321	1
ENST00000463233	22
ENST00000618406	1
ENST00000444214	1
ENST00000511161	3
ENST00000503196	39
ENST00000611722	0
ENST00000537421	11
ENST00000567038	76
ENST00000371377	1
ENST00000391762	3
ENST00000375069	3
ENST00000479961	2
ENST00000230124	15
ENST00000460291	2
ENST00000483805	5
ENST00000446987	2
ENST00000467301	32
ENST00000489372	46
ENST00000466126	1
ENST00000561569	3
ENST00000368149	2
ENST00000359681	18
ENST00000591725	9
ENST00000488381	2
ENST00000505236	17
ENST00000343004	2
ENST00000441657	0
ENST00000620430	16
ENST00000360416	16
ENST00000491010	2
ENST00000377485	1
ENST00000478641	4
ENST00000357949	0
ENST00000527670	8
ENST00000547165	1
ENST00000525513	5
ENST00000549184	1
ENST00000465601	0
ENST00000498738	5
ENST00000457540	78
ENST00000361696	0
ENST00000488329	0
ENST00000474426	0
ENST00000373053	34
ENST00000617586	0
ENST00000552576	0
ENST00000581412	0
ENST00000447318	4
ENST00000379328	1
ENST00000486652	13
ENST00000607836	1
ENST00000476883	15
ENST00000377045	67
ENST00000448552	5
ENST00000360110	13
ENST00000564502	1
ENST00000467105	2
ENST00000428336	0
ENST00000430411	4
ENST00000622509	2
ENST00000216124	80
ENST00000354678	2
ENST00000577436	0
ENST00000295956	1
ENST00000536549	5
ENST00000614565	0
ENST00000592633	0
ENST00000478777	47
ENST00000355773	8
ENST00000576573	2
ENST00000533723	5
ENST00000419868	3
ENST00000379019	474
ENST00000421731	0
ENST00000521675	0
ENST00000586092	51
ENST00000469235	0
ENST00000354179	0
ENST00000552771	2
ENST00000329331	0
ENST00000397311	6
ENST00000545046	4
ENST00000612839	22
ENST00000575397	0
ENST00000575111	91
ENST00000485186	10
ENST00000602243	38
ENST00000414722	3
ENST00000559943	12
ENST00000375812	4
ENST00000367590	8
ENST00000498114	0
ENST00000557912	0
ENST00000410022	3
ENST00000470635	2
ENST00000256592	1
ENST00000609670	32
ENST00000366446	5
ENST00000499370	47
ENST00000404621	7
ENST00000377960	470
ENST00000549373	1
ENST00000503665	16
ENST00000564191	1
ENST00000591415	2
ENST00000432340	0
ENST00000548322	3
ENST00000495497	2
ENST00000568674	214
ENST00000485363	1
ENST00000560013	2
ENST00000558857	20
ENST00000525550	5
ENST00000284727	0
ENST00000588776	1
ENST00000290277	2
ENST00000460577	4
ENST00000483903	5
ENST00000521953	2
ENST00000565877	0
ENST00000370032	0
ENST00000620554	12
ENST00000378251	7
ENST00000534138	2
ENST00000542136	6
ENST00000360806	3
ENST00000521420	0
ENST00000435082	0
ENST00000589881	3
ENST00000558566	0
ENST00000519802	0
ENST00000321599	86
ENST00000533444	5
ENST00000461314	5
ENST00000427274	2
ENST00000394334	22
ENST00000564553	1
ENST00000401418	0
ENST00000487399	1
ENST00000481997	165
ENST00000487178	9
ENST00000588290	0
ENST00000368018	8
ENST00000223023	1
ENST00000360244	51
ENST00000482565	28
ENST00000380412	5
ENST00000446293	6
ENST00000594139	0
ENST00000243052	3
ENST00000424349	1
ENST00000507915	38
ENST00000531375	1
ENST00000223145	6
ENST00000600194	97
ENST00000533223	0
ENST00000484762	27
ENST00000272249	5
ENST00000467054	2
ENST00000499023	4
ENST00000615564	17
ENST00000597836	1
ENST00000475364	8
ENST00000361272	6
ENST00000507415	0
ENST00000564703	1
ENST00000216456	4
ENST00000484527	113
ENST00000366777	46
ENST00000485386	9
ENST00000609683	3
ENST00000488227	3
ENST00000558247	2
ENST00000567325	1
ENST00000564996	11
ENST00000370885	0
ENST00000510118	0
ENST00000584469	3
ENST00000271638	5255
ENST00000320548	0
ENST00000453452	1
ENST00000615299	0
ENST00000594217	8
ENST00000626827	0
ENST00000547526	0
ENST00000554014	23
ENST00000444444	2
ENST00000596311	59
ENST00000410108	29
ENST00000418850	1
ENST00000433633	4
ENST00000519504	1
ENST00000593905	6
ENST00000448245	1
ENST00000357443	2
ENST00000636079	0
ENST00000401041	7
ENST00000586242	3
ENST00000487971	1
ENST00000530401	1
ENST00000527176	0
ENST00000619021	1
ENST00000238616	13
ENST00000439308	2
ENST00000494066	0
ENST00000550988	2
ENST00000347486	41
ENST00000503979	2
ENST00000439775	1
ENST00000452799	1
ENST00000624682	0
ENST00000475035	0
ENST00000442336	284
ENST00000398238	2
ENST00000470877	4
ENST00000525707	7
ENST00000487313	3
ENST00000471354	1
ENST00000563130	1
ENST00000312349	1
ENST00000285106	10
ENST00000515322	4
ENST00000451500	31
ENST00000610177	0
ENST00000474214	1
ENST00000521154	9
ENST00000532999	2
ENST00000373808	58
ENST00000550021	2
ENST00000338560	9
ENST00000376755	56
ENST00000200457	7
ENST00000492001	11
ENST00000506230	5
ENST00000396013	3
ENST00000353999	120
ENST00000568064	19
ENST00000489186	39
ENST00000497591	0
ENST00000559255	300
ENST00000373316	211
ENST00000427820	0
ENST00000525266	1
ENST00000453833	7
ENST00000368457	1
ENST00000586025	2
ENST00000491895	3
ENST00000564630	12
ENST00000433868	0
ENST00000624637	0
ENST00000459858	2
ENST00000552978	9
ENST00000589739	41
ENST00000549725	8
ENST00000493238	4
ENST00000587637	0
ENST00000534375	4
ENST00000463083	1
ENST00000462569	1
ENST00000474315	3
ENST00000485982	1
ENST00000554619	1
ENST00000493023	2
ENST00000585266	22
ENST00000561026	6
ENST00000441146	23
ENST00000353107	4
ENST00000436757	24
ENST00000307845	77
ENST00000452151	3
ENST00000568043	5
ENST00000486420	0
ENST00000620971	1
ENST00000560030	18
ENST00000535501	0
ENST00000443891	5
ENST00000600480	30
ENST00000394224	29
ENST00000545280	1
ENST00000619902	4
ENST00000558844	2
ENST00000467279	10
ENST00000508473	13
ENST00000601746	0
ENST00000419854	0
ENST00000370406	1
ENST00000628863	0
ENST00000428683	1
ENST00000578201	0
ENST00000321358	96
ENST00000513746	2
ENST00000549613	7
ENST00000487389	0
ENST00000503441	1
ENST00000554101	36
ENST00000554406	1
ENST00000551405	18
ENST00000483099	2
ENST00000281146	5
ENST00000263856	82
ENST00000471698	25
ENST00000340957	4
ENST00000053468	3
ENST00000600065	1
ENST00000550125	0
ENST00000233143	470
ENST00000529985	5
ENST00000530109	0
ENST00000440088	3
ENST00000511075	6
ENST00000488228	2
ENST00000449194	0
ENST00000608000	0
ENST00000435068	0
ENST00000590402	0
ENST00000366997	19
ENST00000529517	1
ENST00000472876	0
ENST00000465203	6
ENST00000391973	4
ENST00000529543	0
ENST00000468686	0
ENST00000235150	133
ENST00000325167	6
ENST00000529920	3
ENST00000428361	7
ENST00000588014	4
ENST00000488639	0
ENST00000539387	0
ENST00000372805	629
ENST00000480412	2
ENST00000330287	5
ENST00000630307	0
ENST00000571831	0
ENST00000557307	2
ENST00000597467	3
ENST00000592813	4
ENST00000619462	17
ENST00000413656	1
ENST00000378312	0
ENST00000479522	5
ENST00000586889	3
ENST00000473459	7
ENST00000395040	0
ENST00000484991	0
ENST00000530915	17
ENST00000466550	3
ENST00000573985	1
ENST00000413432	0
ENST00000563753	1
ENST00000539970	3
ENST00000511391	3
ENST00000588299	1
ENST00000368576	3
ENST00000531620	7
ENST00000488236	6
ENST00000470180	1
ENST00000334318	6
ENST00000367379	7
ENST00000421367	11
ENST00000606771	32
ENST00000540725	3
ENST00000534486	9
ENST00000462363	142
ENST00000262866	5
ENST00000547626	0
ENST00000409262	66
ENST00000254695	21
ENST00000611260	0
ENST00000557510	49
ENST00000544254	1
ENST00000368934	1
ENST00000439680	0
ENST00000563315	5
ENST00000292314	13
ENST00000422933	2
ENST00000372157	1
ENST00000580748	4
ENST00000424279	42
ENST00000533893	0
ENST00000593912	0
ENST00000618759	1
ENST00000369937	18
ENST00000585893	5
ENST00000602117	3
ENST00000552309	11
ENST00000008527	5
ENST00000414474	8
ENST00000438202	4
ENST00000588032	0
ENST00000413135	1
ENST00000621805	1
ENST00000308511	9
ENST00000482209	8
ENST00000493394	2
ENST00000443316	1
ENST00000388712	1
ENST00000560993	5
ENST00000310776	3
ENST00000409510	7
ENST00000261482	0
ENST00000428413	1
ENST00000397668	0
ENST00000552914	0
ENST00000486685	0
ENST00000233202	363
ENST00000268756	10
ENST00000381796	1
ENST00000591099	0
ENST00000587498	17
ENST00000525582	6
ENST00000565975	1
ENST00000598355	5
ENST00000526460	16
ENST00000524161	6
ENST00000366645	0
ENST00000366974	3
ENST00000488180	1
ENST00000534517	3
ENST00000254821	5
ENST00000567670	0
ENST00000311101	1
ENST00000261401	113
ENST00000596788	4
ENST00000548222	0
ENST00000543426	12
ENST00000524662	0
ENST00000351298	2
ENST00000416952	0
ENST00000593256	8
ENST00000437791	8
ENST00000555275	27
ENST00000633438	3
ENST00000443387	0
ENST00000467168	46
ENST00000486564	0
ENST00000483825	0
ENST00000572732	1
ENST00000555997	19
ENST00000529259	22
ENST00000216879	32
ENST00000455757	1
ENST00000368921	24
ENST00000415493	1
ENST00000348411	1
ENST00000397048	1
ENST00000225724	1
ENST00000547744	14
ENST00000257572	1
ENST00000592433	0
ENST00000016171	3
ENST00000451237	0
ENST00000515202	8
ENST00000497544	1
ENST00000421918	0
ENST00000549939	5
ENST00000463839	12
ENST00000571874	1
ENST00000392547	526
ENST00000610193	1
ENST00000415905	10
ENST00000604202	0
ENST00000504432	3
ENST00000412869	3
ENST00000507131	2
ENST00000299366	1
ENST00000438295	0
ENST00000475238	0
