ENST00000447771	0
ENST00000329451	2
ENST00000570330	31
ENST00000374450	33
ENST00000529099	14
ENST00000356607	2
ENST00000578434	0
ENST00000547247	0
ENST00000590856	17
ENST00000264972	1
ENST00000473730	0
ENST00000444836	55
ENST00000595541	2
ENST00000583127	1
ENST00000466707	0
ENST00000512242	0
ENST00000600987	0
ENST00000304581	1
ENST00000517393	0
ENST00000297347	16
ENST00000420411	2
ENST00000258455	0
ENST00000216185	20
ENST00000510979	1
ENST00000490121	3
ENST00000481522	0
ENST00000493867	2
ENST00000470209	0
ENST00000487131	3
ENST00000589060	0
ENST00000599097	0
ENST00000407911	0
ENST00000357360	2
ENST00000315436	6
ENST00000622960	0
ENST00000228740	18
ENST00000638069	0
ENST00000426126	1
ENST00000467041	2
ENST00000421694	1
ENST00000506317	0
ENST00000465694	5
ENST00000368302	3
ENST00000221232	26
ENST00000375976	35
ENST00000522321	0
ENST00000463233	13
ENST00000618406	0
ENST00000444214	5
ENST00000511161	0
ENST00000503196	0
ENST00000611722	1
ENST00000537421	2
ENST00000567038	8
ENST00000371377	0
ENST00000391762	28
ENST00000375069	8
ENST00000479961	4
ENST00000230124	15
ENST00000460291	0
ENST00000483805	0
ENST00000446987	5
ENST00000467301	29
ENST00000489372	0
ENST00000466126	0
ENST00000561569	1
ENST00000368149	0
ENST00000359681	16
ENST00000591725	0
ENST00000488381	0
ENST00000505236	17
ENST00000343004	3
ENST00000441657	0
ENST00000620430	4
ENST00000360416	2
ENST00000491010	0
ENST00000377485	1
ENST00000478641	5
ENST00000357949	72
ENST00000527670	0
ENST00000547165	0
ENST00000525513	2
ENST00000549184	0
ENST00000465601	0
ENST00000498738	2
ENST00000457540	0
ENST00000361696	0
ENST00000488329	5
ENST00000474426	2
ENST00000373053	0
ENST00000617586	0
ENST00000552576	0
ENST00000581412	0
ENST00000447318	5
ENST00000379328	0
ENST00000486652	0
ENST00000607836	0
ENST00000476883	1
ENST00000377045	90
ENST00000448552	12
ENST00000360110	6
ENST00000564502	0
ENST00000467105	5
ENST00000428336	0
ENST00000430411	0
ENST00000622509	0
ENST00000216124	108
ENST00000354678	0
ENST00000577436	0
ENST00000295956	0
ENST00000536549	2
ENST00000614565	0
ENST00000592633	1
ENST00000478777	0
ENST00000355773	3
ENST00000576573	1
ENST00000533723	0
ENST00000419868	0
ENST00000379019	0
ENST00000421731	0
ENST00000521675	0
ENST00000586092	57
ENST00000469235	0
ENST00000354179	0
ENST00000552771	56
ENST00000329331	3
ENST00000397311	34
ENST00000545046	2
ENST00000612839	7
ENST00000575397	2
ENST00000575111	29
ENST00000485186	3
ENST00000602243	4
ENST00000414722	0
ENST00000559943	4
ENST00000375812	0
ENST00000367590	2
ENST00000498114	0
ENST00000557912	5
ENST00000410022	5
ENST00000470635	0
ENST00000256592	0
ENST00000609670	0
ENST00000366446	0
ENST00000499370	45
ENST00000404621	8
ENST00000377960	242
ENST00000549373	0
ENST00000503665	0
ENST00000564191	1
ENST00000591415	4
ENST00000432340	0
ENST00000548322	1
ENST00000495497	1
ENST00000568674	474
ENST00000485363	1
ENST00000560013	0
ENST00000558857	3
ENST00000525550	3
ENST00000284727	3
ENST00000588776	2
ENST00000290277	3
ENST00000460577	0
ENST00000483903	1
ENST00000521953	1
ENST00000565877	2
ENST00000370032	0
ENST00000620554	10
ENST00000378251	8
ENST00000534138	2
ENST00000542136	0
ENST00000360806	2
ENST00000521420	0
ENST00000435082	1
ENST00000589881	0
ENST00000558566	8
ENST00000519802	17
ENST00000321599	9
ENST00000533444	8
ENST00000461314	2
ENST00000427274	0
ENST00000394334	12
ENST00000564553	0
ENST00000401418	13
ENST00000487399	0
ENST00000481997	538
ENST00000487178	0
