Id	BJ1	BJ2	BJ3	BJ4	BJ6	BJ5	BJ7	BJ8	BJ9	BJ10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	norm.BJ1	norm.BJ2	norm.BJ3	norm.BJ4	norm.BJ6	norm.BJ5	norm.BJ7	norm.BJ8	norm.BJ9	norm.BJ10	norm.CD1	norm.CD2	norm.CD3	norm.CD4	norm.CD5	norm.CD6	norm.CD7	norm.CD8	norm.CD9	norm.CD10	baseMean	Beijing	Chengde	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENST00000638051	1	2	4	2	3	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	3	2	3	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0.85	2	0	0.178	-2.494	-3.225	0.00126107201986828	0.00349571013073228	0	2.579	0.9504	0.9504	TRUE	0.0369
ENST00000469066	0	3	1	2	5	2	2	1	1	3	0	0	0	1	0	0	0	0	0	0	0	3	1	2	5	2	2	1	1	3	0	0	0	1	0	0	0	0	0	0	0.95	2	0	0.192	-2.379	-3.224	0.00126277471084529	0.00350015701321491	0	2.342	0.6651	0.6651	TRUE	0.1974
ENST00000636072	2	1	2	1	1	1	1	1	5	2	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	1	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0.74	2	0	0.19	-2.398	-3.224	0.00126387365238521	0.00350292986085708	0	2.9023	0.6627	0.6627	TRUE	0.3452
ENST00000356413	17	10	0	0	5	0	32	0	19	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	5	0	30	0	16	0	0	0	0	0	0	0	0	0	0	0	3.71	8	0	0.111	-3.171	-3.224	0.00126454341578287	0.00350451286626039	9.1726	0.8865	5.2706	5.2706	TRUE	0.1228
ENST00000470635	4	4	4	1	2	3	2	2	4	0	0	0	0	0	2	0	0	0	0	1	4	3	3	1	2	3	2	2	3	0	0	0	0	0	2	0	0	0	0	1	1.29	2	0	0.209	-2.259	-3.224	0.00126467692544	0.00350460958519591	0	1.8284	0.4537	0.4537	TRUE	0.4167
ENST00000433627	71	72	60	70	31	67	37	42	45	36	0	17	30	14	29	23	30	32	31	26	63	62	51	58	29	64	35	36	37	32	0	18	31	16	27	27	33	33	29	26	35.34	47	24	0.527	-0.924	-3.224	0.00126590213478897	0.00350745785221799	0.146	0.4391	0.175	0.175	TRUE	0.1965
ENST00000366446	2	3	4	6	5	2	1	2	3	1	0	0	1	0	1	0	1	0	0	1	2	3	3	5	5	2	1	2	2	1	0	0	1	0	1	0	1	0	0	1	1.46	3	0	0.221	-2.175	-3.224	0.00126633194614479	0.00350837522341643	0	1.6533	0.3077	0.3077	TRUE	0.1151
ENST00000282892	2	2	1	2	2	4	1	2	4	1	1	0	1	0	0	0	0	0	0	0	2	2	1	2	2	4	1	2	3	1	1	0	1	0	0	0	0	0	0	0	1.04	2	0	0.21	-2.249	-3.223	0.0012691857373042	0.0035153167439385	0	2.1627	0.3879	0.3879	TRUE	0.1701
ENST00000414237	2	0	0	1	4	3	2	2	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0.85	2	0	0.177	-2.495	-3.222	0.00127144835829415	0.0035209034325833	0	2.5688	0.9608	0.9608	TRUE	0.0458
ENST00000300060	807	610	763	612	961	682	281	457	401	595	311	331	403	361	386	266	287	343	366	308	712	525	650	503	884	653	265	395	334	522	417	351	412	423	365	316	313	351	347	306	452.23	544	360	0.664	-0.59	-3.222	0.00127269297355407	0.00352380089436831	0.0685	0.3907	0.0799	0.0799	TRUE	0.1332
ENST00000357613	2	8	5	7	4	5	1	3	1	3	0	1	1	0	1	1	1	0	1	1	2	7	4	6	4	5	1	3	1	3	0	1	1	0	1	1	1	0	1	1	2.07	4	1	0.258	-1.957	-3.222	0.00127485340332339	0.0035295076695578	0	1.2835	0.2748	0.2748	TRUE	0.0619
ENST00000581189	3	2	0	1	5	1	3	2	2	1	0	0	0	0	0	0	0	0	1	0	3	2	0	1	5	1	3	2	2	1	0	0	0	0	0	0	0	0	1	0	0.94	2	0	0.192	-2.38	-3.221	0.0012755157606087	0.00353106637576206	0	2.3608	0.6718	0.6718	TRUE	0.1665
ENST00000439799	8	3	13	5	7	5	15	4	9	3	0	4	0	0	7	0	0	2	2	0	7	3	11	4	6	5	14	3	7	3	0	4	0	0	7	0	0	2	2	0	3.93	6	2	0.279	-1.843	-3.221	0.00127579690570144	0.00353156959487727	0.47	0.8588	0.549	0.549	TRUE	0.7515
ENST00000367079	6	2	5	5	3	7	6	4	5	5	0	0	0	0	4	1	1	2	2	2	5	2	4	4	3	7	6	3	4	4	0	0	0	0	4	1	1	2	2	2	2.73	4	1	0.327	-1.614	-3.221	0.00127616957436171	0.00353232606486099	0	1.0675	0.1762	0.1762	TRUE	0.3501
ENST00000604247	17	16	18	21	13	16	10	8	13	7	7	11	4	4	2	7	3	2	8	7	15	14	15	17	12	15	9	7	11	6	9	12	4	5	2	8	3	2	8	7	9.09	12	6	0.495	-1.016	-3.221	0.00127687467815623	0.00353372730584586	0.0573	0.5907	0.1262	0.1262	TRUE	0.217
ENST00000460843	17	6	13	32	6	0	4	13	5	14	0	4	4	6	1	0	1	0	4	1	15	5	11	26	6	0	4	11	4	12	0	4	4	7	1	0	1	0	4	1	5.84	9	2	0.272	-1.876	-3.22	0.00128116794380147	0.00354533276669813	0.726	0.7045	0.7225	0.7225	TRUE	0.2007
ENST00000510698	9	14	15	27	22	25	20	22	15	14	0	8	5	6	11	1	2	3	10	19	8	12	13	22	20	24	19	19	12	12	0	8	5	7	10	1	2	3	9	19	11.38	16	6	0.431	-1.215	-3.219	0.00128488608208858	0.00355506822556857	0.2215	0.5496	0.2645	0.2645	TRUE	0.6547
ENST00000541366	5	2	5	5	2	4	3	1	7	2	0	1	0	0	1	0	0	2	1	1	4	2	4	4	2	4	3	1	6	2	0	1	0	0	1	0	0	2	1	1	1.87	3	1	0.244	-2.033	-3.219	0.0012853929149278	0.00355619369426546	0	1.3777	0.263	0.263	TRUE	0.1663
ENST00000454335	2	2	0	5	0	4	3	3	5	3	0	1	0	0	1	0	0	0	0	1	2	2	0	4	0	4	3	3	4	3	0	1	0	0	1	0	0	0	0	1	1.33	2	0	0.205	-2.288	-3.219	0.00128579426821584	0.00355702718863477	0	1.7794	0.5289	0.5289	TRUE	0.0654
ENST00000367590	3	9	7	8	8	2	6	5	5	3	0	2	2	2	2	1	1	2	2	2	3	8	6	7	7	2	6	4	4	3	0	2	2	2	2	1	1	2	2	2	3.28	5	2	0.368	-1.443	-3.219	0.00128699083762927	0.00356006027158657	0	0.9524	0.1397	0.1397	TRUE	0.0453
ENST00000504435	1	3	2	4	2	1	2	3	4	2	0	0	0	1	0	0	1	0	1	0	1	3	2	3	2	1	2	3	3	2	0	0	0	1	0	0	1	0	1	0	1.2	2	0	0.22	-2.183	-3.219	0.00128836465187102	0.00356358313701424	0	1.931	0.2928	0.2928	TRUE	0.0957
ENST00000434242	0	3	2	3	2	4	1	1	2	4	0	0	0	0	0	0	0	0	1	1	0	3	2	2	2	4	1	1	2	4	0	0	0	0	0	0	0	0	1	1	1.07	2	0	0.205	-2.287	-3.218	0.00129041113108046	0.00356862368841988	0	2.1254	0.487	0.487	TRUE	0.0887
ENST00000541245	4	3	0	2	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	1	4	3	0	2	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0.88	2	0	0.199	-2.329	-3.218	0.00129048822857547	0.00356862368841988	0	2.4907	0.543	0.543	TRUE	0.1446
ENST00000576513	2	2	2	3	1	2	1	4	3	4	0	1	1	0	0	0	0	0	0	1	2	2	2	2	1	2	1	3	2	4	0	1	1	0	0	0	0	0	0	1	1.2	2	0	0.22	-2.184	-3.218	0.00129139205113425	0.00357084521102555	0	1.9346	0.2964	0.2964	TRUE	0.0786
ENST00000478639	1	1	2	1	2	1	7	2	2	1	0	0	0	1	0	0	0	0	0	0	1	1	2	1	2	1	7	2	2	1	0	0	0	1	0	0	0	0	0	0	0.96	2	0	0.192	-2.381	-3.218	0.00129154165163571	0.00357098104085367	0.2931	2.3279	0.6825	0.6825	TRUE	0.7687
ENST00000528010	2	0	1	2	2	9	1	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	9	1	0	4	2	0	0	0	0	0	0	0	0	0	0	1.08	2	0	0.159	-2.656	-3.218	0.0012917915313118	0.00357139408967883	1.3431	2.1065	1.547	1.547	TRUE	0.6098
ENST00000489265	3	2	2	3	2	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	3	2	2	2	2	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0.85	2	0	0.205	-2.285	-3.218	0.00129198833516521	0.00357166034783537	0	2.5718	0.4318	0.4318	TRUE	0.1881
ENST00000228872	97	124	127	122	193	199	126	156	95	188	75	10	3	90	44	71	19	45	33	65	86	107	108	100	178	191	119	135	79	165	101	11	3	106	42	84	21	46	31	65	88.75	127	51	0.417	-1.263	-3.218	0.00129247346011232	0.00357272355700332	0.3889	0.4075	0.3905	0.3905	TRUE	0.2877
ENST00000559401	6	4	5	6	6	12	5	4	3	5	0	2	2	1	3	1	1	1	2	3	5	3	4	5	6	11	5	3	2	4	0	2	2	1	3	1	1	1	2	3	3.32	5	2	0.364	-1.458	-3.217	0.00129472652541748	0.00357839495398844	0	0.946	0.153	0.153	TRUE	0.4345
ENST00000472025	1	1	3	2	2	2	2	3	4	4	0	0	1	0	1	0	0	0	1	0	1	1	3	2	2	2	2	3	3	4	0	0	1	0	1	0	0	0	1	0	1.2	2	0	0.22	-2.186	-3.217	0.00129503968234051	0.00357898213922099	0	1.9375	0.3015	0.3015	TRUE	0.0728
ENST00000381298	6	5	3	4	3	12	2	3	2	5	0	0	0	1	0	1	1	1	3	2	5	4	3	3	3	11	2	3	2	4	0	0	0	1	0	1	1	1	3	2	2.48	4	1	0.275	-1.86	-3.217	0.00129715506046502	0.00358399213627666	0.1668	1.1359	0.3206	0.3206	TRUE	0.7444
ENST00000424608	3	2	4	4	1	0	22	0	1	1	0	0	1	0	1	0	0	0	0	0	3	2	3	3	1	0	21	0	1	1	0	0	1	0	1	0	0	0	0	0	1.82	4	0	0.154	-2.698	-3.217	0.00129743676800298	0.00358449181707291	1.8852	1.4053	1.7879	1.7879	TRUE	2.1648
ENST00000372841	5	5	2	8	4	5	0	7	5	5	0	0	2	0	2	0	0	0	4	0	4	4	2	7	4	5	0	6	4	4	0	0	2	0	2	0	0	0	4	0	2.39	4	1	0.249	-2.004	-3.216	0.00129779306140778	0.00358519746618209	0.143	1.1632	0.4459	0.4459	TRUE	0.7192
ENST00000514815	45	39	53	76	1	49	1	75	2	65	2	2	4	2	1	0	11	1	9	31	40	34	45	63	1	47	1	65	2	57	3	2	4	2	1	0	12	1	9	31	20.89	36	6	0.23	-2.12	-3.216	0.00129815932790504	0.00358593055446487	1.4041	0.4754	1.293	1.293	TRUE	0.3679
ENST00000360538	68	52	51	53	51	61	40	51	67	44	20	29	20	0	15	28	35	21	27	39	60	45	43	44	47	58	38	44	56	39	27	31	20	0	14	33	38	21	26	39	36.14	47	25	0.535	-0.903	-3.216	0.00130013968745024	0.00359084274883288	0.1348	0.4379	0.1672	0.1672	TRUE	0.5131
ENST00000471655	1	1	2	2	5	7	2	2	2	0	0	0	0	1	1	0	0	0	0	0	1	1	2	2	5	7	2	2	2	0	0	0	0	1	1	0	0	0	0	0	1.19	2	0	0.193	-2.371	-3.216	0.00130092733175373	0.00359245978014976	0.3806	1.9466	0.7028	0.7028	TRUE	0.5508
ENST00000497043	1	2	1	1	3	2	3	2	2	1	0	0	0	0	0	0	0	0	1	0	1	2	1	1	3	2	3	2	2	1	0	0	0	0	0	0	0	0	1	0	0.85	2	0	0.204	-2.29	-3.216	0.00130087547195715	0.00359245978014976	0	2.5694	0.4481	0.4481	TRUE	0.1339
ENST00000442329	6	0	5	1	2	6	0	7	0	2	0	0	0	0	0	0	0	0	0	0	5	0	4	1	2	6	0	6	0	2	0	0	0	0	0	0	0	0	0	0	1.29	3	0	0.147	-2.763	-3.216	0.00130103838726819	0.00359248731905146	2.1157	1.8272	2.0174	2.0174	TRUE	0.0211
ENST00000490799	4	0	4	6	1	11	0	5	3	8	0	1	0	1	0	1	1	1	0	0	4	0	3	5	1	11	0	4	2	7	0	1	0	1	0	1	1	1	0	0	2.13	4	0	0.2	-2.322	-3.216	0.00130138952116399	0.00359317771769487	0	1.2559	0.7226	0.7226	TRUE	0.1057
ENST00000473022	4	3	4	3	6	3	4	4	3	6	1	1	1	1	1	0	1	1	1	1	4	3	3	2	6	3	4	3	2	5	1	1	1	1	1	0	1	1	1	1	2.25	4	1	0.304	-1.719	-3.215	0.00130521831846962	0.00360319492747817	0	1.2119	0.1371	0.1371	TRUE	0.0634
ENST00000550448	4	3	1	3	0	1	5	5	1	1	0	0	0	0	1	0	0	0	1	0	4	3	1	2	0	1	5	4	1	1	0	0	0	0	1	0	0	0	1	0	1.15	2	0	0.195	-2.358	-3.215	0.00130522035724125	0.00360319492747817	0	1.9979	0.6711	0.6711	TRUE	0.0642
ENST00000578351	11	7	12	9	1	5	0	3	7	6	0	5	1	1	2	0	0	1	1	0	10	6	10	7	1	5	0	3	6	5	0	5	1	1	2	0	0	1	1	0	3.21	5	1	0.259	-1.948	-3.215	0.001305972148764	0.00360499030423865	0.4763	0.9656	0.5699	0.5699	TRUE	0.3694
ENST00000498420	11	14	10	10	14	21	34	28	9	14	0	5	3	2	18	0	1	7	5	8	10	12	9	8	13	20	32	24	7	12	0	5	3	2	17	0	1	7	5	8	9.81	15	5	0.362	-1.468	-3.214	0.00130729131094981	0.00360835144386114	0.4068	0.5757	0.4292	0.4292	TRUE	0.7596
ENST00000356962	0	1	8	9	6	4	11	8	13	1	5	0	0	0	0	0	0	0	0	0	0	1	7	7	6	4	10	7	11	1	7	0	0	0	0	0	0	0	0	0	3.01	5	1	0.167	-2.582	-3.214	0.00130800152846993	0.00361003139875914	1.6608	1.0038	1.4783	1.4783	TRUE	1.594
ENST00000513506	4	2	1	3	2	2	0	0	3	4	0	0	0	0	0	0	0	0	0	1	4	2	1	2	2	2	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0.97	2	0	0.189	-2.406	-3.214	0.00131028438375012	0.00361520898986719	0	2.3072	0.7594	0.7594	TRUE	0.11
ENST00000567845	6	5	4	2	3	4	1	5	4	4	0	0	0	0	0	5	0	0	0	0	5	4	3	2	3	4	1	4	3	4	0	0	0	0	0	6	0	0	0	0	1.96	3	1	0.213	-2.231	-3.214	0.00131045661902949	0.00361540352742649	0.0995	1.3315	0.5186	0.5186	TRUE	2.6198
ENST00000609469	3	1	2	2	2	4	2	2	0	1	0	0	0	0	1	0	0	0	0	0	3	1	2	2	2	4	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0.9	2	0	0.198	-2.337	-3.213	0.00131172634680005	0.00361834479705633	0	2.4526	0.5725	0.5725	TRUE	0.156
ENST00000461685	1	2	2	4	0	4	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	4	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0.79	2	0	0.184	-2.442	-3.213	0.001315703408417	0.00362847048460775	0	2.739	0.8174	0.8174	TRUE	0.1859
ENST00000297151	92	93	98	91	96	110	95	78	73	55	53	53	54	34	59	54	61	52	36	51	81	80	83	75	88	105	90	67	61	48	71	56	55	40	56	64	67	53	34	51	66.3	78	55	0.702	-0.511	-3.213	0.00131580651483523	0.00362847327259809	0.0303	0.4146	0.046	0.046	TRUE	0.1743
ENST00000430312	1	0	3	4	3	1	4	0	2	4	0	0	0	0	1	0	0	0	0	0	1	0	3	3	3	1	4	0	2	4	0	0	0	0	1	0	0	0	0	0	1.02	2	0	0.184	-2.446	-3.212	0.0013166675237027	0.00363028423525167	0	2.2114	0.8781	0.8781	TRUE	0.0891
ENST00000392761	5	7	7	5	7	11	4	3	3	4	2	2	2	2	1	1	1	2	2	1	4	6	6	4	6	11	4	3	2	4	3	2	2	2	1	1	1	2	2	1	3.36	5	2	0.368	-1.443	-3.212	0.00131736120789877	0.00363191508251667	0	0.9388	0.1454	0.1454	TRUE	0.2896
ENST00000534724	9	5	3	4	1	3	1	1	2	0	0	0	1	0	1	0	0	1	0	0	8	4	3	3	1	3	1	1	2	0	0	0	1	0	1	0	0	1	0	0	1.42	3	0	0.197	-2.345	-3.212	0.00131820624440958	0.00363396291702735	0.4391	1.6959	0.6799	0.6799	TRUE	0.2276
ENST00000532268	10	18	18	12	19	18	16	18	10	5	2	5	5	10	4	6	7	9	6	6	9	15	15	10	17	17	15	16	8	4	3	5	5	12	4	7	8	9	6	6	9.59	13	6	0.513	-0.963	-3.212	0.00131956838084874	0.00363743583769211	0.0495	0.5801	0.1092	0.1092	TRUE	0.124
ENST00000441154	8	1	6	6	10	6	4	2	5	5	0	4	0	4	1	0	0	0	0	1	7	1	5	5	9	6	4	2	4	4	0	4	0	5	1	0	0	0	0	1	2.89	5	1	0.268	-1.902	-3.212	0.00131997770968341	0.00363828197627955	0.28	1.0283	0.4592	0.4592	TRUE	0.4734
ENST00000609120	56	0	14	35	23	46	0	16	21	26	0	2	5	3	4	5	0	4	0	14	49	0	12	29	21	44	0	14	17	23	0	2	5	4	4	6	0	4	0	14	12.4	21	4	0.231	-2.113	-3.212	0.00132040658592711	0.00363918185838305	1.362	0.5363	1.223	1.223	TRUE	0.2053
ENST00000262027	78	90	113	97	62	74	53	84	86	97	23	55	59	17	63	15	31	42	40	75	69	77	96	80	57	71	50	73	72	85	31	58	60	20	59	18	34	43	38	74	58.27	73	44	0.605	-0.725	-3.211	0.00132085855073344	0.00364006682650527	0.09	0.4184	0.1077	0.1077	TRUE	0.2068
ENST00000412549	1	3	2	2	4	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	4	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0.9	2	0	0.173	-2.532	-3.211	0.00132127830044539	0.00364073738547287	0	2.4465	1.1095	1.1095	TRUE	0.0254
ENST00000392745	6	5	6	6	3	12	5	5	7	7	1	2	0	0	5	0	3	3	1	3	5	4	5	5	3	11	5	4	6	6	1	2	0	0	5	0	3	3	1	3	3.67	5	2	0.37	-1.436	-3.211	0.00132261145777676	0.00364384583018497	0.0128	0.8925	0.1795	0.1795	TRUE	0.3307
ENST00000462155	1	0	1	3	6	0	6	1	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	6	0	6	1	2	2	0	0	0	0	0	0	0	0	0	0	1.03	2	0	0.162	-2.622	-3.211	0.00132321693829233	0.0036452313763979	1.1381	2.1969	1.435	1.435	TRUE	0.1115
ENST00000316068	2	3	1	3	3	3	3	2	3	1	0	0	0	1	2	0	0	0	0	0	2	3	1	2	3	3	3	2	2	1	0	0	0	1	2	0	0	0	0	0	1.21	2	0	0.219	-2.189	-3.211	0.00132356699492702	0.00364591311422309	0	1.9143	0.3155	0.3155	TRUE	0.4189
ENST00000430044	5	9	5	9	4	5	8	8	7	3	0	2	2	0	3	3	0	1	5	3	4	8	4	7	4	5	8	7	6	3	0	2	2	0	3	4	0	1	5	3	3.73	6	2	0.383	-1.385	-3.21	0.00132692345452239	0.00365430914945569	0	0.8847	0.1528	0.1528	TRUE	0.2318
ENST00000496637	17	21	16	9	23	12	12	0	0	0	0	0	0	0	2	0	0	0	6	0	15	18	14	7	21	11	11	0	0	0	0	0	0	0	2	0	0	0	6	0	5.28	10	1	0.151	-2.73	-3.21	0.00132709680411808	0.00365450336419932	3.0217	0.7379	2.3478	2.3478	TRUE	0.5625
ENST00000332047	7	12	14	13	19	8	14	7	7	7	0	0	2	0	1	1	11	4	0	7	6	10	12	11	17	8	13	6	6	6	0	0	2	0	1	1	12	4	0	7	6.14	10	3	0.317	-1.655	-3.21	0.00132759626299544	0.00365559550529618	0.4663	0.689	0.5097	0.5097	TRUE	1.1637
ENST00000478033	1789	2988	2850	1903	2192	1801	1559	1901	2390	1853	87	1096	245	332	1177	139	732	1475	1217	1326	1579	2571	2426	1566	2016	1724	1472	1643	1990	1625	117	1163	250	389	1112	165	799	1509	1154	1317	1329.37	1861	798	0.443	-1.176	-3.209	0.00133141279499851	0.00366537738446956	0.3443	0.388	0.3476	0.3476	TRUE	0.1986
ENST00000574564	1	1	4	1	4	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	4	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0.8	2	0	0.183	-2.448	-3.209	0.00133239295675305	0.0036676667712031	0	2.7041	0.8434	0.8434	TRUE	0.1168
ENST00000468819	1	1	1	4	3	3	1	2	2	3	0	0	0	0	1	0	0	0	1	0	1	1	1	3	3	3	1	2	2	3	0	0	0	0	1	0	0	0	1	0	1.02	2	0	0.211	-2.245	-3.209	0.00133409940539752	0.00367207968307218	0	2.2078	0.4003	0.4003	TRUE	0.0826
ENST00000375077	4	3	2	5	3	1	0	2	3	2	0	1	0	0	1	0	0	0	0	1	4	3	2	4	3	1	0	2	2	2	0	1	0	0	1	0	0	0	0	1	1.23	2	0	0.215	-2.215	-3.208	0.00133696649641457	0.00367940136925615	0	1.8939	0.3775	0.3775	TRUE	0.1202
ENST00000623550	80	86	109	69	143	169	171	62	143	88	0	42	30	15	87	1	15	18	54	62	71	74	93	57	132	162	161	54	119	77	0	45	31	18	82	1	16	18	51	62	66.13	100	32	0.35	-1.515	-3.207	0.00134037280881089	0.00368820452347005	0.6138	0.4147	0.5916	0.5916	TRUE	0.3295
ENST00000450149	2	3	9	3	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	2	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	3	0	0.148	-2.759	-3.207	0.0013418231951457	0.00369190960404725	2.1372	1.8271	2.0349	2.0349	TRUE	0.0711
ENST00000492364	1	1	2	5	2	3	2	1	2	2	0	0	0	0	0	0	0	1	1	0	1	1	2	4	2	3	2	1	2	2	0	0	0	0	0	0	0	1	1	0	1.02	2	0	0.211	-2.243	-3.207	0.00134239602459376	0.00369319977659562	0	2.2046	0.3997	0.3997	TRUE	0.2008
ENST00000414042	4	5	4	4	2	2	4	5	5	5	1	1	1	1	1	1	1	0	1	1	4	4	3	3	2	2	4	4	4	4	1	1	1	1	1	1	1	0	1	1	2.23	3	1	0.305	-1.711	-3.207	0.00134337080376688	0.00369530947104295	0	1.217	0.134	0.134	TRUE	0.0586
ENST00000554979	8	0	20	19	0	0	11	0	20	0	0	0	0	0	0	0	0	0	0	0	7	0	17	16	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	0	3.34	7	0	0.114	-3.133	-3.207	0.00134331390487992	0.00369530947104295	8.5763	0.9426	4.9671	4.9671	TRUE	0.0215
ENST00000597459	2	3	5	2	4	1	3	3	5	4	1	1	1	1	0	0	0	0	0	1	2	3	4	2	4	1	3	3	4	4	1	1	1	1	0	0	0	0	0	1	1.68	3	0	0.236	-2.081	-3.206	0.00134463810563527	0.00369850926973744	0	1.4921	0.2192	0.2192	TRUE	0.0662
ENST00000366637	7	7	0	9	5	0	13	4	11	8	2	0	2	0	4	0	0	0	0	0	6	6	0	7	5	0	12	3	9	7	3	0	2	0	4	0	0	0	0	0	3.23	6	1	0.205	-2.288	-3.206	0.00134550477886644	0.00370060670491513	1.0473	0.961	1.0246	1.0246	TRUE	0.3241
ENST00000368576	2	2	1	2	3	2	5	1	2	1	0	0	0	0	0	0	0	0	1	1	2	2	1	2	3	2	5	1	2	1	0	0	0	0	0	0	0	0	1	1	1.04	2	0	0.21	-2.251	-3.206	0.00134642762991406	0.0037025718018528	0	2.1773	0.4182	0.4182	TRUE	0.2543
ENST00000502531	1	2	2	6	3	2	5	2	0	4	0	2	1	0	0	0	0	0	0	0	1	2	2	5	3	2	5	2	0	4	0	2	1	0	0	0	0	0	0	0	1.35	3	0	0.204	-2.29	-3.205	0.00134861484021483	0.00370801264283112	0	1.7602	0.5552	0.5552	TRUE	0.3934
ENST00000481147	3	1	2	5	3	2	3	2	2	1	0	0	1	0	1	0	0	0	1	0	3	1	2	4	3	2	3	2	2	1	0	0	1	0	1	0	0	0	1	0	1.2	2	0	0.22	-2.185	-3.205	0.00134891447952627	0.00370854959405613	0	1.9319	0.3156	0.3156	TRUE	0.1356
ENST00000251535	4	5	3	6	3	4	3	4	5	5	0	1	1	0	2	0	1	1	2	2	4	4	3	5	3	4	3	3	4	4	0	1	1	0	2	0	1	1	2	2	2.34	4	1	0.317	-1.659	-3.205	0.00134953913018368	0.00370997994173329	0	1.181	0.1335	0.1335	TRUE	0.0524
ENST00000355943	4	4	2	7	5	5	1	0	4	4	0	0	2	0	0	0	0	1	2	0	4	3	2	6	5	5	1	0	3	4	0	0	2	0	0	0	0	1	2	0	1.83	3	0	0.218	-2.196	-3.205	0.00134983756887915	0.00371022638808701	0	1.4016	0.444	0.444	TRUE	0.1991
ENST00000457204	2	2	4	1	0	1	0	2	3	6	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	1	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0.91	2	0	0.171	-2.545	-3.205	0.00135052614672697	0.00371154494700562	0.6401	2.4304	1.1681	1.1681	TRUE	0.1123
ENST00000495303	2	11	3	2	4	2	3	2	10	4	0	0	0	0	0	0	0	0	5	0	2	9	3	2	4	2	3	2	8	4	0	0	0	0	0	0	0	0	5	0	2.11	4	0	0.196	-2.351	-3.205	0.00135197186346301	0.00371494356173462	0.6565	1.2669	0.796	0.796	TRUE	2.2904
ENST00000617275	49	33	44	31	30	31	23	30	42	39	0	0	0	0	18	0	0	0	0	24	43	28	37	26	28	30	22	26	35	34	0	0	0	0	17	0	0	0	0	24	17.48	31	4	0.191	-2.387	-3.205	0.00135233549441797	0.00371565546746151	2.2459	0.4928	1.8237	1.8237	TRUE	4.3765
ENST00000498461	105	99	129	121	112	110	71	172	175	368	23	72	77	57	128	25	41	44	97	69	93	85	110	100	103	105	67	149	146	323	31	76	79	67	121	30	45	45	92	69	96.67	128	66	0.52	-0.942	-3.204	0.00135655932002312	0.00372668456625352	0.1938	0.4058	0.2066	0.2066	TRUE	1.1465
ENST00000585297	9	14	14	10	12	6	5	1	8	1	0	3	3	3	4	1	2	3	2	1	8	12	12	8	11	6	5	1	7	1	0	3	3	4	4	1	2	3	2	1	4.65	7	2	0.355	-1.492	-3.203	0.00135874688101826	0.00373211717685979	0	0.786	0.3005	0.3005	TRUE	0.0558
ENST00000531118	3	8	3	4	7	10	4	2	1	3	0	1	0	2	1	2	1	1	0	1	3	7	3	3	6	10	4	2	1	3	0	1	0	2	1	2	1	1	0	1	2.51	4	1	0.278	-1.848	-3.203	0.00135987562410334	0.00373464026587069	0	1.1261	0.3216	0.3216	TRUE	0.1257
ENST00000445716	4	3	3	5	5	3	3	2	0	0	0	1	0	0	0	0	0	0	2	0	4	3	3	4	5	3	3	2	0	0	0	1	0	0	0	0	0	0	2	0	1.39	3	0	0.2	-2.321	-3.203	0.00136095492112808	0.00373731555377003	0	1.7231	0.6357	0.6357	TRUE	0.3632
ENST00000377475	20	15	13	14	17	12	23	18	15	13	0	12	12	2	5	5	0	6	7	12	18	13	11	12	16	11	22	16	12	11	0	13	12	2	5	6	0	6	7	12	10.21	14	6	0.465	-1.106	-3.202	0.00136244243200194	0.00374111011140908	0.1124	0.5684	0.1917	0.1917	TRUE	0.1392
