Id	BJ1	BJ2	BJ3	BJ4	BJ6	BJ5	BJ7	BJ8	BJ9	BJ10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	norm.BJ1	norm.BJ2	norm.BJ3	norm.BJ4	norm.BJ6	norm.BJ5	norm.BJ7	norm.BJ8	norm.BJ9	norm.BJ10	norm.CD1	norm.CD2	norm.CD3	norm.CD4	norm.CD5	norm.CD6	norm.CD7	norm.CD8	norm.CD9	norm.CD10	baseMean	Beijing	Chengde	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENST00000505428	764	697	693	738	701	798	565	366	479	394	7	6	6	7	29	10	8	8	16	20	674	600	590	607	645	764	533	316	399	346	9	6	6	8	27	12	9	8	15	20	279.77	547	12	0.024	-5.396	-20.302	1.23755634793974e-91	4.39827526057784e-87	0.1097	0.3932	0.1304	0.1304	TRUE	0.2313
ENST00000546694	194	234	269	230	208	232	230	240	272	153	1	3	2	0	11	1	1	1	7	4	171	201	229	189	191	222	217	207	226	134	1	3	2	0	10	1	1	1	7	4	101.01	199	3	0.018	-5.816	-19.355	1.8553757614327e-83	3.29700272806591e-79	0.0244	0.405	0.0597	0.0597	TRUE	0.9826
ENST00000216019	245	220	271	257	222	217	163	167	243	154	0	7	6	17	8	12	10	10	14	11	216	189	231	211	204	208	154	144	202	135	0	7	6	20	8	14	11	10	13	11	99.79	189	10	0.055	-4.176	-18.767	1.41811012711661e-78	1.67998779725748e-74	0.0367	0.4052	0.0667	0.0667	TRUE	0.2372
ENST00000402738	104	100	96	104	109	114	96	80	119	80	0	7	0	4	9	3	6	4	6	4	92	86	82	86	100	109	91	69	99	70	0	7	0	5	8	4	7	4	6	4	46.4	88	4	0.054	-4.203	-16.397	1.9991301972095e-60	1.77622718022064e-56	0.0119	0.4266	0.0412	0.0412	TRUE	0.2175
ENST00000475808	131	126	97	111	101	91	90	102	87	91	0	3	1	0	3	0	1	0	4	8	116	108	83	91	93	87	85	88	72	80	0	3	1	0	3	0	1	0	4	8	46.16	90	2	0.026	-5.268	-15.27	1.21220262373631e-52	8.61633624951766e-49	0.0123	0.4268	0.0453	0.0453	TRUE	0.9928
ENST00000354289	1576	1228	1081	812	1480	1568	289	278	562	388	1	3	1	2	16	0	3	5	9	4	1391	1056	920	668	1361	1501	273	240	468	340	1	3	1	2	15	0	3	5	9	4	413.18	822	4	0.007	-7.217	-15.109	1.41459058652032e-51	8.37909157415533e-48	0.4853	0.3911	0.4743	0.4743	TRUE	0.1414
ENST00000369026	297	311	240	249	214	234	454	235	312	369	9	13	7	13	25	3	10	5	18	30	262	268	204	205	197	224	429	203	260	324	12	14	7	15	24	4	11	5	17	30	135.66	258	14	0.057	-4.127	-15.05	3.45270912650297e-51	1.75298974794165e-47	0.1235	0.4003	0.1474	0.1474	TRUE	0.4766
ENST00000479199	237	150	159	189	197	252	117	166	161	162	1	4	2	4	14	1	6	3	12	13	209	129	135	155	181	241	110	143	134	142	1	4	2	5	13	1	7	3	11	13	82.11	158	6	0.042	-4.558	-14.997	7.70563727070415e-51	3.42322935751032e-47	0.1029	0.4092	0.1435	0.1435	TRUE	0.2855
ENST00000540567	140	130	140	136	124	133	113	152	170	201	3	8	9	10	31	5	5	7	11	10	124	112	119	112	114	127	107	131	142	176	4	8	9	12	29	6	5	7	10	10	68.27	126	10	0.085	-3.551	-14.532	7.55136797245636e-48	2.98195130823443e-44	0.0557	0.4138	0.0928	0.0928	TRUE	1.6938
ENST00000040738	232	204	213	193	224	216	149	137	161	104	7	9	17	1	14	1	3	5	10	10	205	176	181	159	206	207	141	118	134	91	9	10	17	1	13	1	3	5	9	10	84.86	162	8	0.053	-4.231	-14.496	1.28660840544886e-47	4.57260627296524e-44	0.1094	0.4085	0.1445	0.1445	TRUE	0.2081
ENST00000510552	105	95	143	132	147	173	105	98	85	97	5	1	4	1	9	4	2	3	6	12	93	82	122	109	135	166	99	85	71	85	7	1	4	1	8	5	2	3	6	12	54.72	105	5	0.051	-4.295	-14.385	6.43261706965189e-47	2.07832009686753e-43	0.0784	0.4205	0.1121	0.1121	TRUE	0.3219
ENST00000616050	104	125	105	106	111	123	111	75	89	47	3	5	6	7	10	2	3	3	4	4	92	108	89	87	102	118	105	65	74	41	4	5	6	8	9	2	3	3	4	4	46.52	88	5	0.06	-4.054	-14.239	5.28350736804509e-46	1.56479876550269e-42	0.0657	0.4265	0.0909	0.0909	TRUE	0.1393
ENST00000409972	91	88	90	99	74	95	68	61	72	67	0	4	7	0	8	1	9	2	5	8	80	76	77	81	68	91	64	53	60	59	0	4	7	0	8	1	10	2	5	8	37.67	71	4	0.069	-3.855	-14.019	1.18912578167777e-44	3.25088694467908e-41	0.0223	0.4358	0.0676	0.0676	TRUE	0.2295
ENST00000618604	113	96	121	109	181	155	54	86	86	128	3	4	3	6	12	3	4	5	6	7	100	83	103	90	166	148	51	74	72	112	4	4	3	7	11	4	4	5	6	7	52.72	100	6	0.06	-4.063	-13.769	3.93885055439677e-43	9.33244991355075e-40	0.0967	0.4218	0.1188	0.1188	TRUE	0.1384
ENST00000465826	121	170	176	147	141	109	113	123	71	92	0	2	3	1	11	1	0	3	9	2	107	146	150	121	130	104	107	106	59	81	0	2	3	1	10	1	0	3	9	2	57.11	111	3	0.033	-4.909	-13.639	2.3396679136464e-42	5.19698735318707e-39	0.1141	0.4191	0.1659	0.1659	TRUE	0.5966
ENST00000486949	429	193	147	240	358	564	181	76	163	179	1	3	2	3	10	1	3	2	3	6	379	166	125	197	329	540	171	66	136	157	1	3	2	4	9	1	3	2	3	6	115.03	227	3	0.018	-5.766	-13.549	8.07347242976291e-42	1.68783064796338e-38	0.3087	0.4027	0.3173	0.3173	TRUE	0.1401
ENST00000436233	580	664	606	644	668	540	443	445	431	475	73	137	99	67	191	76	96	102	141	126	512	571	516	530	614	517	418	385	359	417	98	145	101	79	180	90	105	104	134	125	300.02	484	116	0.243	-2.041	-13.381	7.82562228124665e-41	1.54512564375281e-37	0.0398	0.3928	0.0511	0.0511	TRUE	0.1776
ENST00000561488	129	151	164	174	258	280	100	112	119	149	0	1	0	1	9	0	0	1	4	2	114	130	140	143	237	268	94	97	99	131	0	1	0	1	8	0	0	1	4	2	73.52	145	2	0.015	-6.017	-13.27	3.44032294267962e-40	6.4352145990965e-37	0.2132	0.4118	0.2487	0.2487	TRUE	1.2772
ENST00000530617	101	93	121	100	86	75	64	80	101	94	3	10	6	4	24	3	8	6	10	14	89	80	103	82	79	72	60	69	84	82	4	11	6	5	23	4	9	6	9	14	44.57	80	9	0.119	-3.072	-12.946	2.48371612570028e-38	4.20339386225658e-35	0.0286	0.4282	0.0759	0.0759	TRUE	1.0057
ENST00000555412	87	127	105	86	88	60	48	78	154	56	0	2	2	1	5	1	2	2	0	3	77	109	89	71	81	57	45	67	128	49	0	2	2	1	5	1	2	2	0	3	39.65	77	2	0.028	-5.152	-12.931	2.99587430338304e-38	4.83969876101061e-35	0.0951	0.4334	0.1246	0.1246	TRUE	0.175
ENST00000587259	277	469	221	296	288	374	171	286	289	190	17	18	19	30	58	15	22	25	37	46	244	403	188	244	265	358	161	247	241	167	23	19	19	35	55	18	24	26	35	46	140.9	252	30	0.123	-3.02	-12.91	3.95658640971148e-38	6.11378613048461e-35	0.0994	0.3998	0.1157	0.1157	TRUE	0.1732
ENST00000526980	2443	2158	2469	2442	1874	2008	1405	1574	1639	1518	210	251	287	308	641	189	181	222	366	353	2156	1857	2102	2009	1724	1922	1327	1360	1364	1331	282	266	293	361	605	224	197	227	347	351	1015.38	1715	315	0.187	-2.419	-12.892	5.01010604059129e-38	7.41913202844227e-35	0.0726	0.3884	0.0842	0.0842	TRUE	0.261
ENST00000507700	206	303	287	238	300	387	210	174	138	51	1	0	0	0	1	0	1	0	2	3	182	261	244	196	276	371	198	150	115	45	1	0	0	0	1	0	1	0	2	3	102.28	204	1	0.006	-7.447	-12.849	8.68389285204634e-38	1.18702135369895e-34	0.2601	0.4047	0.2776	0.2776	TRUE	0.2341
ENST00000460659	70	53	73	75	57	56	37	45	75	79	1	2	2	3	6	1	1	1	2	2	62	46	62	62	52	54	35	39	62	69	1	2	2	4	6	1	1	1	2	2	28.24	54	2	0.045	-4.468	-12.825	1.19410644539126e-37	1.57179789145205e-34	0	0.4523	0.0625	0.0625	TRUE	0.3027
ENST00000291107	89	92	97	98	105	91	58	73	79	85	1	8	6	4	18	1	4	4	13	10	79	79	83	81	97	87	55	63	66	75	1	8	6	5	17	1	4	4	12	10	41.62	76	7	0.099	-3.342	-12.763	2.63222725601316e-37	3.22583988547268e-34	0.0338	0.4312	0.0907	0.0907	TRUE	0.6539
ENST00000301740	196	204	181	217	210	188	115	134	139	144	7	16	12	19	27	30	7	26	20	9	173	176	154	179	193	180	109	116	116	126	9	17	12	22	25	36	8	27	19	9	85.24	152	18	0.125	-2.999	-12.742	3.44209619188305e-37	4.07773662198412e-34	0.0805	0.4084	0.1051	0.1051	TRUE	0.1804
ENST00000522879	102	96	117	125	131	103	72	87	92	80	2	4	5	5	20	1	2	3	11	6	90	83	100	103	120	99	68	75	77	70	3	4	5	6	19	1	2	3	10	6	47.19	88	6	0.074	-3.759	-12.738	3.64357222747577e-37	4.177179256919e-34	0.0751	0.4259	0.1268	0.1268	TRUE	1.0231
ENST00000378119	153	143	132	133	150	167	93	111	106	96	6	28	10	6	14	7	9	7	16	21	135	123	112	109	138	160	88	96	88	84	8	30	10	7	13	8	10	7	15	21	63.17	113	13	0.119	-3.067	-12.725	4.28535437402447e-37	4.75942170165093e-34	0.072	0.416	0.099	0.099	TRUE	0.3656
ENST00000570230	134	96	147	110	162	73	82	86	53	59	1	5	3	5	9	1	3	5	3	8	118	83	125	90	149	70	77	74	44	52	1	5	3	6	8	1	3	5	3	8	46.37	88	4	0.056	-4.168	-12.715	4.88914622609958e-37	5.265462329563e-34	0.1246	0.4266	0.1495	0.1495	TRUE	0.0651
ENST00000300896	183	189	171	189	240	259	151	132	146	146	9	20	28	11	35	25	17	14	31	36	162	163	146	155	221	248	143	114	122	128	12	21	29	13	33	30	19	14	29	36	91.79	160	24	0.152	-2.717	-12.591	2.35841151288744e-36	2.46523368141234e-33	0.0702	0.4068	0.0893	0.0893	TRUE	0.187
ENST00000413409	101	114	147	146	253	303	70	74	119	93	1	3	2	9	5	2	2	3	4	4	89	98	125	120	233	290	66	64	99	82	1	3	2	11	5	2	2	3	4	4	65.16	127	4	0.033	-4.903	-12.584	2.57599675203057e-36	2.61574070191905e-33	0.2288	0.4151	0.2449	0.2449	TRUE	0.3433
ENST00000578492	75	60	62	67	68	61	49	58	74	72	5	8	7	6	16	2	9	11	17	12	66	52	53	55	63	58	46	50	62	63	7	8	7	7	15	2	10	11	16	12	33.19	57	10	0.177	-2.501	-12.549	4.0260223547859e-36	3.97457873580808e-33	0	0.4425	0.0354	0.0354	TRUE	0.2058
ENST00000233612	416	251	90	254	284	318	223	224	322	303	1	8	4	9	13	0	9	25	8	12	367	216	77	209	261	304	211	194	268	266	1	8	4	11	12	0	10	26	8	12	123.2	237	9	0.043	-4.529	-12.523	5.56684878254694e-36	5.34718393869509e-33	0.2581	0.4017	0.2753	0.2753	TRUE	0.65
ENST00000446912	283	275	248	210	318	299	162	173	199	255	29	32	40	52	64	21	31	44	53	40	250	237	211	173	292	286	153	150	166	224	39	34	41	61	60	25	34	45	50	40	128.49	214	43	0.204	-2.294	-12.494	8.00773782027788e-36	7.29730774699169e-33	0.0535	0.401	0.0679	0.0679	TRUE	0.0423
ENST00000489732	144	151	143	141	186	163	109	74	81	63	13	4	3	5	15	6	5	6	10	8	127	130	122	116	171	156	103	64	67	55	17	4	3	6	14	7	5	6	9	8	59.62	111	8	0.077	-3.702	-12.402	2.53452576928797e-35	2.25192614601236e-32	0.1314	0.4177	0.1535	0.1535	TRUE	0.0988
ENST00000299045	145	137	130	100	131	104	66	58	55	71	6	5	9	9	12	7	6	9	10	7	128	118	111	82	120	100	62	50	46	62	8	5	9	11	11	8	7	9	9	7	48.22	88	8	0.101	-3.305	-12.389	3.00892059189861e-35	2.60822043502626e-32	0.0909	0.4251	0.1096	0.1096	TRUE	0.0208
ENST00000528799	126	109	133	120	107	104	100	58	75	46	0	2	2	3	11	0	1	1	3	5	111	94	113	99	98	100	94	50	62	40	0	2	2	4	10	0	1	1	3	5	44.51	86	3	0.038	-4.711	-12.333	5.98756891819003e-35	4.9543463202672e-32	0.1489	0.4283	0.1882	0.1882	TRUE	0.7454
ENST00000537297	72	84	79	85	78	80	78	71	67	60	0	0	0	0	1	0	0	0	0	0	64	72	67	70	72	77	74	61	56	53	0	0	0	0	1	0	0	0	0	0	33.28	67	0	0.005	-7.577	-12.333	5.99428508079599e-35	4.9543463202672e-32	0	0.4423	0.0312	0.0312	TRUE	0.1329
ENST00000258962	56	53	49	44	49	57	56	45	50	51	0	2	1	0	6	0	1	1	3	4	49	46	42	36	45	55	53	39	42	45	0	2	1	0	6	0	1	1	3	4	23.42	45	2	0.047	-4.414	-12.321	6.94083061132878e-35	5.60629818015057e-32	0	0.4658	0.0395	0.0395	TRUE	0.5139
ENST00000414498	79	61	64	60	66	78	38	47	74	45	2	3	4	5	10	2	3	2	8	6	70	52	54	49	61	75	36	41	62	39	3	3	4	6	9	2	3	2	8	6	29.28	54	5	0.093	-3.429	-12.263	1.43009501547449e-34	1.10490384456442e-31	0.0427	0.45	0.0752	0.0752	TRUE	0.1519
ENST00000491322	133	144	104	125	99	90	64	112	112	61	7	9	4	3	7	1	4	2	5	19	117	124	89	103	91	86	60	97	93	53	9	10	4	4	7	1	4	2	5	19	48.91	91	6	0.075	-3.729	-12.244	1.80289132168662e-34	1.36329271431367e-31	0.1083	0.4245	0.1462	0.1462	TRUE	0.6697
ENST00000324677	113	116	138	115	221	193	80	105	90	85	3	10	10	11	19	3	5	9	11	7	100	100	117	95	203	185	76	91	75	75	4	11	10	13	18	4	5	9	10	7	60.34	112	9	0.088	-3.514	-12.231	2.11176657794233e-34	1.56358717041813e-31	0.1241	0.4173	0.1452	0.1452	TRUE	0.2789
ENST00000282272	128	121	120	119	137	162	87	101	76	91	0	0	0	0	3	0	0	0	2	2	113	104	102	98	126	155	82	87	63	80	0	0	0	0	3	0	0	0	2	2	50.87	101	1	0.01	-6.686	-12.2	3.11461741709635e-34	2.25905108170621e-31	0.057	0.4231	0.0877	0.0877	TRUE	0.3862
ENST00000389253	111	125	125	112	130	110	64	117	112	146	15	25	19	10	32	10	11	16	30	19	98	108	106	92	120	105	60	101	93	128	20	27	19	12	30	12	12	16	28	19	60.37	101	20	0.198	-2.334	-12.193	3.39889355187098e-34	2.4159335366699e-31	0.0355	0.4173	0.0583	0.0583	TRUE	0.2129
ENST00000563357	284	266	259	196	327	306	158	164	182	241	24	32	37	44	59	17	39	41	47	43	251	229	221	161	301	293	149	142	152	211	32	34	38	52	56	20	43	42	45	43	125.6	211	40	0.195	-2.357	-12.18	3.96842304194796e-34	2.76544617472216e-31	0.0618	0.4014	0.0764	0.0764	TRUE	0.0498
ENST00000370094	207	189	182	149	180	197	78	65	118	63	0	1	0	0	6	0	0	1	1	1	183	163	155	123	166	189	74	56	98	55	0	1	0	0	6	0	0	1	1	1	63.5	126	1	0.011	-6.527	-12.13	7.35387180890593e-34	4.93125668091541e-31	0.2396	0.4158	0.2658	0.2658	TRUE	0.7249
ENST00000406961	86	108	99	65	79	103	34	53	58	64	0	0	0	0	0	0	0	0	0	0	76	93	84	53	73	99	32	46	48	56	0	0	0	0	0	0	0	0	0	0	33.01	66	0	0.005	-7.792	-12.114	8.93684429549711e-34	5.88176752336977e-31	0.1088	0.4428	0.1446	0.1446	TRUE	0.0285
ENST00000478568	60	77	61	75	104	68	30	60	51	112	1	1	3	4	4	1	1	3	2	1	53	66	52	62	96	65	28	52	42	98	1	1	3	5	4	1	1	3	2	1	31.83	61	2	0.041	-4.612	-12.084	1.28955471647895e-33	8.33286811339304e-31	0	0.4449	0.1297	0.1297	TRUE	0.0754
ENST00000532683	73	89	74	87	67	66	90	68	73	47	4	6	1	7	15	1	12	4	10	7	64	77	63	72	62	63	85	59	61	41	5	6	1	8	14	1	13	4	9	7	35.8	65	7	0.114	-3.131	-12.049	1.95919182986102e-33	1.22157329181159e-30	0.036	0.4384	0.0858	0.0858	TRUE	0.3906
ENST00000520654	157	158	142	130	220	289	107	81	65	57	0	1	1	1	4	0	0	0	2	2	139	136	121	107	202	277	101	70	54	50	0	1	1	1	4	0	0	0	2	2	63.37	126	1	0.012	-6.392	-12.037	2.27776843108811e-33	1.37206593289612e-30	0.2755	0.4159	0.2922	0.2922	TRUE	0.2228
ENST00000489818	612	461	349	474	242	188	217	330	245	310	1	7	4	1	18	0	5	1	22	10	540	397	297	390	223	180	205	285	204	272	1	7	4	1	17	0	5	1	21	10	153.03	299	7	0.027	-5.193	-12.029	2.5156155467356e-33	1.49008294218305e-30	0.4114	0.3987	0.4097	0.4097	TRUE	0.4149
ENST00000556700	69	83	81	73	86	111	69	37	62	70	0	0	1	0	5	0	1	1	2	2	61	71	69	60	79	106	65	32	52	61	0	0	1	0	5	0	1	1	2	2	33.43	66	1	0.023	-5.435	-11.985	4.27323393046548e-33	2.44952796594747e-30	0.0778	0.4421	0.1142	0.1142	TRUE	0.6176
ENST00000511598	77	84	80	66	97	90	42	49	54	59	0	1	1	1	3	0	1	0	2	3	68	72	68	54	89	86	40	42	45	52	0	1	1	1	3	0	1	0	2	3	31.44	62	1	0.025	-5.348	-11.963	5.54448484614762e-33	3.12779351479502e-30	0	0.4456	0.0992	0.0992	TRUE	0.1061
ENST00000340126	69	39	45	59	46	80	70	44	47	58	1	3	2	2	3	0	2	1	2	4	61	34	38	49	42	77	66	38	39	51	1	3	2	2	3	0	2	1	2	4	25.76	50	2	0.048	-4.386	-11.961	5.65628144174658e-33	3.1410037881199e-30	0	0.4586	0.0854	0.0854	TRUE	0.0714
ENST00000581383	98	81	128	125	97	209	81	42	56	48	0	0	0	0	0	0	0	0	0	0	86	70	109	103	89	200	76	36	47	42	0	0	0	0	0	0	0	0	0	0	42.94	86	0	0.004	-8.087	-11.947	6.74144073924989e-33	3.68601236727602e-30	0.265	0.4298	0.288	0.288	TRUE	0.1627
ENST00000400198	70	79	60	70	53	74	72	95	83	86	13	16	16	14	19	13	19	15	15	17	62	68	51	58	49	71	68	82	69	75	17	17	16	16	18	15	21	15	14	17	41.02	65	17	0.259	-1.947	-11.881	1.48088128097256e-32	7.85530160086042e-30	0	0.4318	0.0268	0.0268	TRUE	0.0609
ENST00000523015	57	42	42	72	51	61	40	46	80	71	0	1	3	0	6	0	1	2	1	4	50	36	36	59	47	58	38	40	67	62	0	1	3	0	6	0	1	2	1	4	25.55	49	2	0.043	-4.53	-11.878	1.53311601205906e-32	8.01278574537927e-30	0.0443	0.4592	0.0859	0.0859	TRUE	0.3421
ENST00000583800	62	80	124	123	109	124	77	65	69	48	5	5	5	6	16	3	5	4	10	7	55	69	106	101	100	119	73	56	57	42	7	5	5	7	15	4	5	4	9	7	42.33	78	7	0.094	-3.405	-11.877	1.5574939194192e-32	8.02222230379108e-30	0.1002	0.4304	0.1237	0.1237	TRUE	0.1348
ENST00000437428	256	171	189	181	231	221	129	137	165	235	31	28	40	45	56	23	30	35	52	36	226	147	161	149	212	212	122	118	137	206	42	30	41	53	53	27	33	36	49	36	104.47	169	40	0.239	-2.064	-11.792	4.28810549577626e-32	2.17713241885555e-29	0.0446	0.4044	0.0588	0.0588	TRUE	0.0285
ENST00000261415	65	50	44	55	63	76	32	46	41	71	0	2	2	1	5	1	2	2	3	2	57	43	37	45	58	73	30	40	34	62	0	2	2	1	5	1	2	2	3	2	25.02	48	2	0.049	-4.349	-11.767	5.7782198486852e-32	2.89236525946862e-29	0	0.4607	0.0901	0.0901	TRUE	0.1344
ENST00000344908	95	91	52	108	131	163	49	46	57	49	0	0	0	0	0	0	0	0	0	0	84	78	44	89	120	156	46	40	47	43	0	0	0	0	0	0	0	0	0	0	37.41	75	0	0.004	-7.905	-11.762	6.14136305872735e-32	3.03144504315514e-29	0.2422	0.4362	0.2684	0.2684	TRUE	0.1192
ENST00000482091	88	68	67	88	29	53	60	55	73	34	2	4	0	1	4	2	1	1	4	5	78	59	57	72	27	51	57	48	61	30	3	4	0	1	4	2	1	1	4	5	28.15	54	2	0.052	-4.256	-11.739	8.01112648195842e-32	3.86178787538446e-29	0.0858	0.4525	0.1196	0.1196	TRUE	0.0888
ENST00000494783	76	70	72	70	44	47	35	44	40	44	0	3	1	2	6	1	1	1	4	4	67	60	61	58	40	45	33	38	33	39	0	3	1	2	6	1	1	1	4	4	24.9	47	2	0.056	-4.153	-11.739	8.04086389359735e-32	3.86178787538446e-29	0.055	0.4611	0.0915	0.0915	TRUE	0.1645
ENST00000430895	56	72	124	78	119	179	93	102	65	97	1	3	3	12	11	3	3	3	5	6	49	62	106	64	109	171	88	88	54	85	1	3	3	14	10	4	3	3	5	6	46.49	88	5	0.066	-3.93	-11.686	1.50129826853727e-31	7.11415206184193e-29	0.1565	0.4265	0.182	0.182	TRUE	0.2618
ENST00000521265	70	64	60	55	57	52	68	53	46	25	2	5	2	3	5	5	1	5	7	6	62	55	51	45	52	50	64	46	38	22	3	5	2	4	5	6	1	5	7	6	26.43	48	4	0.095	-3.4	-11.672	1.77204337327863e-31	8.22197157277028e-29	0	0.4568	0.0814	0.0814	TRUE	0.1382
ENST00000542215	83	76	80	74	81	61	71	48	74	29	0	0	0	0	1	0	0	0	0	0	73	65	68	61	75	58	67	41	62	25	0	0	0	0	1	0	0	0	0	0	29.85	60	0	0.006	-7.386	-11.672	1.78135005937904e-31	8.22197157277028e-29	0	0.4488	0.1072	0.1072	TRUE	0.2582
ENST00000547639	54	70	48	49	51	68	41	45	54	48	0	1	0	0	8	0	0	1	4	3	48	60	41	40	47	65	39	39	45	42	0	1	0	0	8	0	0	1	4	3	24.11	47	2	0.043	-4.526	-11.67	1.80791350542836e-31	8.2375956388364e-29	0.0231	0.4636	0.082	0.082	TRUE	1.2852
ENST00000590136	123	143	143	111	170	106	65	160	212	144	8	24	12	10	28	6	7	9	15	23	109	123	122	91	156	101	61	138	176	126	11	25	12	12	26	7	8	9	14	23	67.63	120	15	0.128	-2.963	-11.666	1.89540313732993e-31	8.52691487350707e-29	0.0984	0.414	0.1208	0.1208	TRUE	0.1553
ENST00000520571	62	62	88	95	84	77	67	87	104	150	9	11	14	14	21	6	7	7	14	11	55	53	75	78	77	74	63	75	87	132	12	12	14	16	20	7	8	7	13	11	44.46	77	12	0.161	-2.631	-11.642	2.53467553554266e-31	1.12602960666483e-28	0.0543	0.4283	0.0761	0.0761	TRUE	0.3319
ENST00000379251	653	865	722	752	907	538	678	568	1260	394	18	96	27	19	83	9	25	31	50	82	576	744	615	619	834	515	640	491	1049	346	24	102	28	22	78	11	27	32	47	81	344.08	643	45	0.076	-3.72	-11.554	7.00903113267385e-31	3.03781666408816e-28	0.2396	0.392	0.2504	0.2504	TRUE	0.3665
ENST00000409442	42	64	60	58	53	46	42	41	30	34	3	3	2	3	7	2	1	2	2	3	37	55	51	48	49	44	40	35	25	30	4	3	2	4	7	2	1	2	2	3	22.17	41	3	0.077	-3.692	-11.521	1.03666840148083e-30	4.38609464150341e-28	0	0.4703	0.0706	0.0706	TRUE	0.2031
ENST00000481517	55	51	53	52	51	70	39	43	40	49	1	4	2	3	10	0	4	3	8	7	49	44	45	43	47	67	37	37	33	43	1	4	2	4	9	0	4	3	8	7	24.35	44	4	0.105	-3.255	-11.518	1.06457009824968e-30	4.45115544609336e-28	0.0248	0.4628	0.0696	0.0696	TRUE	0.3509
ENST00000553398	77	84	104	91	112	112	91	84	65	55	0	0	0	0	9	0	0	0	3	0	68	72	89	75	103	107	86	73	54	48	0	0	0	0	8	0	0	0	3	0	39.3	78	1	0.02	-5.641	-11.474	1.77882783912945e-30	7.35110946542568e-28	0.1026	0.4338	0.2134	0.2134	TRUE	2.2644
ENST00000519940	53	75	67	92	45	63	46	68	91	35	1	3	2	1	7	1	0	2	10	5	47	65	57	76	41	60	43	59	76	31	1	3	2	1	7	1	0	2	9	5	29.32	56	3	0.066	-3.928	-11.454	2.23368301111813e-30	9.02103343353846e-28	0.0858	0.4499	0.1326	0.1326	TRUE	0.3915
ENST00000447267	59	67	59	77	81	64	58	46	34	40	1	1	1	1	8	0	2	0	4	5	52	58	50	63	75	61	55	40	28	35	1	1	1	1	8	0	2	0	4	5	27	52	2	0.052	-4.262	-11.403	4.03481237126095e-30	1.61120485027656e-27	0.0825	0.4553	0.1308	0.1308	TRUE	0.4817
ENST00000366996	58	53	59	70	64	72	44	50	38	39	0	1	1	0	7	0	0	1	1	3	51	46	50	58	59	69	42	43	32	34	0	1	1	0	7	0	0	1	1	3	24.83	48	1	0.036	-4.815	-11.38	5.26431031541524e-30	2.05597350120723e-27	0.0485	0.4613	0.0987	0.0987	TRUE	1.0144
ENST00000523829	59	56	51	57	72	55	69	68	70	68	1	5	4	1	15	1	4	4	12	11	52	48	43	47	66	53	65	59	58	60	1	5	4	1	14	1	4	4	11	11	30.47	55	6	0.115	-3.122	-11.326	9.71432662320818e-30	3.71233514181525e-27	0.0156	0.4475	0.0937	0.0937	TRUE	0.5797
ENST00000216373	102	93	84	104	117	127	72	76	76	73	8	21	15	14	10	12	22	17	21	21	90	80	72	86	108	122	68	66	63	64	11	22	15	16	9	14	24	17	20	21	49.4	82	17	0.213	-2.229	-11.315	1.1000867032005e-29	4.15926398210063e-27	0.0385	0.4242	0.0585	0.0585	TRUE	0.1562
ENST00000462363	58	66	74	69	142	146	81	55	69	61	0	0	0	0	1	0	0	0	1	0	51	57	63	57	131	140	76	48	57	53	0	0	0	0	1	0	0	0	1	0	36.75	73	0	0.006	-7.356	-11.304	1.25345764670145e-29	4.68925102776523e-27	0	0.4371	0.1849	0.1849	TRUE	0.4147
ENST00000616377	142	142	134	131	132	104	95	94	98	86	0	3	2	1	21	1	5	4	9	10	125	122	114	108	121	100	90	81	82	75	0	3	2	1	20	1	5	4	9	10	53.69	102	6	0.062	-4.016	-11.301	1.30383504282797e-29	4.82690598146938e-27	0.1813	0.4212	0.226	0.226	TRUE	1.1269
ENST00000569315	39	47	55	45	66	61	52	55	58	76	2	6	4	3	11	2	3	5	11	11	34	40	47	37	61	58	49	48	48	67	3	6	4	4	10	2	3	5	10	11	27.43	49	6	0.13	-2.946	-11.292	1.42996875795557e-29	5.23928759358153e-27	0.0344	0.4542	0.073	0.073	TRUE	0.1317
ENST00000377982	94	153	127	93	116	105	130	57	116	69	0	6	0	0	5	0	0	0	2	9	83	132	108	77	107	101	123	49	97	61	0	6	0	0	5	0	0	0	2	9	47.87	94	2	0.029	-5.1	-11.284	1.57601534714293e-29	5.71546790178161e-27	0.2366	0.4254	0.3019	0.3019	TRUE	0.7008
ENST00000435611	86	92	57	82	78	108	159	86	60	67	7	6	5	5	11	2	3	2	6	15	76	79	49	67	72	103	150	74	50	59	9	6	5	6	10	2	3	2	6	15	42.24	78	6	0.09	-3.477	-11.274	1.77051253176638e-29	6.35596114939162e-27	0.1265	0.4305	0.1531	0.1531	TRUE	0.3054
ENST00000570473	52	60	47	64	51	75	68	65	76	85	0	5	3	1	14	0	2	3	8	6	46	52	40	53	47	72	64	56	63	75	0	5	3	1	13	0	2	3	8	6	30.43	57	4	0.083	-3.599	-11.271	1.82754392371472e-29	6.49509110488213e-27	0.0572	0.4476	0.1282	0.1282	TRUE	0.7472
