Id,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,CD9,CD10,BJ1,BJ2,BJ3,BJ4,BJ5,BJ6,BJ7,BJ8,BJ9,BJ10
ENST00000420692,0,5,5,0,1,3,0,2,14,4,1,8,1,0,1,2,3,1,2,2
ENST00000626769,2,0,1,1,0,1,2,2,1,2,1,3,1,1,6,3,5,3,4,3
ENST00000467001,42,103,55,61,118,23,94,26,111,128,94,70,50,128,64,63,109,173,65,49
ENST00000433289,0,2,0,0,5,5,7,3,11,0,13,16,20,36,21,18,12,17,29,19
ENST00000320610,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,1,1
ENST00000575841,3,3,1,5,1,4,5,6,3,1,1,1,2,2,2,2,1,1,1,1
ENST00000606952,0,0,5,1,3,1,0,3,3,0,5,1,4,3,6,3,6,4,2,4
ENST00000592521,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
ENST00000601576,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
ENST00000262585,77,17,22,4,55,10,49,51,89,17,28,19,23,16,25,22,8,7,9,174
ENST00000395354,3,2,1,2,1,2,1,1,1,1,1,2,1,3,8,2,0,0,3,12
ENST00000479412,0,0,0,0,0,0,0,0,0,0,4,5,6,4,12,11,0,2,4,5
ENST00000569433,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1
ENST00000478660,1,0,0,1,1,0,0,1,0,2,3,4,4,3,3,2,2,3,3,3
ENST00000636843,0,4,0,0,4,0,0,0,0,10,4,8,16,5,0,5,3,15,6,6
ENST00000335815,5,0,8,0,1,9,0,9,0,0,2,3,2,3,2,2,1,2,13,2
ENST00000480896,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
ENST00000471461,4,3,12,0,2,9,8,4,4,3,4,1,3,2,1,1,1,3,3,3
ENST00000398940,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0
ENST00000367267,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,1
ENST00000517383,2,1,2,0,0,3,2,3,0,0,0,1,2,2,1,1,0,0,0,0
ENST00000480861,23,22,25,5,37,12,13,17,22,28,25,18,24,13,13,19,13,17,35,53
ENST00000456393,6,2,1,2,5,2,1,1,1,3,8,4,4,4,7,2,2,6,4,5
ENST00000265245,2,0,0,1,0,0,0,0,1,0,2,2,1,2,1,1,1,1,1,1
ENST00000601816,14,11,16,12,10,12,10,13,9,9,9,12,13,9,7,6,9,12,13,10
ENST00000568029,0,0,0,0,1,0,0,0,0,1,13,9,8,12,10,7,9,7,7,3
ENST00000502639,10,4,0,13,8,3,12,16,4,3,7,6,7,3,15,7,4,4,2,4
ENST00000566155,0,0,0,0,0,0,0,0,0,0,3,1,3,2,1,1,3,1,2,2
ENST00000334100,3,2,2,2,3,1,2,1,2,1,1,1,2,1,3,1,2,1,2,0
ENST00000471235,2,3,1,1,2,2,3,3,2,2,3,4,3,2,3,1,2,2,7,7
ENST00000480037,11,2,2,8,3,2,1,2,1,4,8,5,12,15,13,6,20,10,8,3
ENST00000462037,5,3,4,2,2,3,2,4,1,5,1,1,2,1,2,0,5,2,3,1
ENST00000320865,1,7,0,0,7,0,24,4,7,7,3,10,16,10,11,7,0,1,0,10
ENST00000598811,10,8,6,4,5,8,10,6,8,7,5,4,7,8,5,5,3,6,8,4
ENST00000488746,6,55,10,14,106,14,10,12,10,7,12,19,16,11,12,13,27,11,28,23
ENST00000476706,16,15,14,7,3,6,25,2,2,1,2,4,2,5,3,4,4,5,2,1
ENST00000581638,6,32,21,9,46,7,14,19,45,50,131,105,87,73,56,62,51,80,168,218
ENST00000598742,203,91,111,169,7,256,174,208,137,157,51,25,8,17,33,40,23,26,40,37
ENST00000518825,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0
ENST00000378720,4,3,3,5,3,4,7,7,9,8,8,6,5,8,8,5,7,7,7,4
ENST00000242810,0,0,0,1,3,0,5,1,4,3,16,17,10,17,26,24,5,12,13,9
ENST00000572638,2,5,3,2,1,1,3,4,3,1,2,1,3,5,1,2,3,6,1,2
ENST00000502871,0,4,3,0,3,0,2,0,3,2,12,4,16,12,18,17,17,12,11,7
ENST00000522164,1,3,2,2,11,1,3,2,5,9,34,35,26,36,53,35,22,20,30,29
ENST00000549999,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0
ENST00000505560,0,0,4,0,3,0,0,0,1,2,24,27,29,22,33,31,19,12,12,11
ENST00000486788,0,0,0,0,0,0,0,0,0,0,2,6,15,8,2,6,1,1,3,3
ENST00000521064,0,0,1,0,2,0,0,0,0,0,5,6,12,8,6,7,4,2,6,4
ENST00000485682,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,0
ENST00000443222,1,1,1,0,2,1,0,2,2,0,3,0,1,2,3,2,0,1,1,4
ENST00000463333,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,2,3,2,1,1
ENST00000548126,0,10,5,0,11,0,8,3,6,10,15,8,9,2,3,6,15,5,11,0
ENST00000567948,4,0,0,4,4,2,1,2,1,2,1,1,0,3,1,1,0,2,4,2
ENST00000369314,7,22,12,16,25,21,10,13,11,20,16,41,42,34,33,16,29,22,25,19
ENST00000549505,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,4,0
ENST00000217652,464,269,211,548,707,589,229,205,693,1004,340,281,555,681,363,661,729,843,414,536
ENST00000377080,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,0
ENST00000451366,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
ENST00000535324,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0
ENST00000543927,102,179,289,340,0,0,156,0,83,71,38,112,154,65,36,35,63,57,46,46
ENST00000498030,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,4,2,2,0
ENST00000520777,2,0,6,2,4,3,1,2,2,0,1,1,0,0,0,2,0,1,1,1
ENST00000482231,0,2,0,0,1,1,0,1,3,2,1,1,1,1,5,0,4,1,2,1
ENST00000392783,18,15,17,0,10,20,24,1,1,2,49,65,82,80,75,94,63,34,48,40
ENST00000261735,84,42,48,42,29,52,62,43,46,45,23,21,18,32,17,15,52,23,27,16
ENST00000554070,10,0,0,1,1,0,0,0,1,2,1,1,2,2,3,3,2,3,2,1
ENST00000460827,5,12,9,16,13,3,10,9,11,11,17,25,21,20,31,37,22,28,23,13
ENST00000629371,2,4,4,2,0,4,8,3,3,0,0,0,0,0,0,0,0,0,0,0
ENST00000290075,1,7,8,3,19,4,5,4,16,28,30,31,21,24,42,23,19,26,39,44
ENST00000397881,2,6,10,1,1,12,0,0,1,13,9,13,2,18,2,4,13,2,2,10
ENST00000486283,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,2,0,1,0,1
ENST00000408923,191,195,175,142,179,108,139,122,207,253,143,138,124,140,103,90,93,194,264,317
ENST00000492386,54,49,46,3,13,34,33,35,13,46,2,2,2,2,0,0,2,1,10,3
ENST00000568676,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,0,0
ENST00000590817,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,3,1,1,0,1
ENST00000563840,0,0,0,0,1,0,0,0,0,0,2,2,3,2,6,4,6,4,1,9
ENST00000528876,0,1,0,0,1,0,2,0,0,1,3,2,2,2,1,2,1,2,2,1
ENST00000433825,1,1,1,0,1,2,2,1,0,0,0,0,0,1,0,0,2,1,0,0
ENST00000580061,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1
ENST00000484610,65,14,19,68,11,95,79,88,89,37,7,12,16,13,5,12,24,19,20,10
ENST00000469388,3,11,9,3,11,1,3,8,12,9,4,4,5,7,3,7,11,4,4,11
ENST00000358410,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,1,1
ENST00000339249,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0
ENST00000502391,0,0,0,0,0,0,0,0,0,0,1,6,5,6,1,2,2,1,0,1
ENST00000241041,0,0,1,0,0,1,1,3,12,0,0,0,1,0,0,0,1,12,0,0
ENST00000537404,0,1,1,0,2,0,0,0,0,0,1,2,1,2,3,2,2,3,1,2
ENST00000297578,0,1,2,3,2,1,3,4,5,1,6,3,6,6,7,5,9,2,2,2
ENST00000497067,5,17,10,12,22,6,14,20,27,20,25,26,33,21,13,22,21,26,40,38
ENST00000393543,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
ENST00000563594,3,16,16,26,20,13,11,16,22,34,28,21,39,19,25,15,19,25,16,38
ENST00000400559,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0
ENST00000215832,12,25,16,21,41,23,7,19,25,43,49,126,107,115,122,130,80,35,37,34
ENST00000559983,0,0,1,0,0,0,0,0,2,0,3,5,3,3,1,2,1,2,2,5
ENST00000565863,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
ENST00000556369,4,6,5,4,2,4,4,5,4,3,1,2,3,2,0,1,0,2,0,0
ENST00000375887,59,59,28,32,38,22,49,34,18,153,69,188,169,250,460,250,352,208,181,206
ENST00000372064,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,0
ENST00000440904,84,85,95,95,75,102,94,122,96,100,51,42,42,38,31,42,47,58,43,84
ENST00000523668,0,1,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,0,1,1
ENST00000515789,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0
ENST00000526586,8,19,6,7,4,7,14,21,25,23,9,16,7,17,7,10,4,4,12,3
ENST00000555686,0,228,67,0,6,1,4,118,115,17,517,457,372,25,199,215,150,250,517,168
ENST00000552255,0,0,0,1,2,0,0,0,1,0,12,14,10,8,6,8,2,6,5,8
ENST00000490192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
ENST00000359228,6,3,6,13,5,11,41,50,72,41,11,14,1,13,4,1,6,3,9,4
ENST00000500685,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,1,1,1,1
ENST00000497136,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,2,0,0,1
ENST00000474328,0,1,0,1,0,0,1,1,4,1,0,1,5,0,0,0,0,0,0,0
ENST00000504823,0,2,1,0,3,0,2,0,1,2,9,8,7,10,5,5,4,6,8,6
ENST00000578909,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,1,1,1
ENST00000366868,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
ENST00000571976,5,16,14,9,58,5,10,11,41,51,276,176,231,165,183,214,155,140,208,166
ENST00000486891,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,0,2,1
ENST00000477872,0,0,0,0,0,0,0,0,0,0,4,1,4,2,3,3,0,1,2,1
ENST00000417772,0,0,0,0,0,0,0,0,0,1,5,6,5,5,3,3,2,3,5,5
ENST00000267953,701,2914,1035,2593,3420,704,817,988,2166,2174,1639,1599,1647,1617,1628,1284,2599,1842,2114,891
ENST00000421842,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENST00000381623,1,2,1,1,1,1,2,1,1,0,4,3,4,3,3,3,2,2,3,3
ENST00000562683,67,0,0,13,44,47,1,6,0,1,11,12,18,24,13,10,18,12,8,6
ENST00000477474,0,1,1,1,0,1,1,1,0,0,1,1,1,1,2,1,1,0,1,0
ENST00000495688,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
ENST00000543265,0,0,1,0,3,0,1,1,2,2,0,1,2,4,1,2,0,4,1,0
ENST00000513827,0,0,0,0,1,0,0,0,0,0,16,27,23,28,34,42,20,15,13,10
ENST00000575639,5,6,7,4,4,4,4,7,2,5,2,6,8,4,1,1,4,5,7,2
ENST00000409467,1,0,1,0,0,0,0,0,0,2,8,0,1,8,14,0,7,2,2,0
ENST00000320912,1,4,3,2,2,47,35,54,7,11,74,5,5,5,3,5,64,5,71,5
ENST00000470829,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
ENST00000427569,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
ENST00000409641,0,0,1,1,0,0,2,0,2,0,2,1,1,2,2,2,2,1,2,0
ENST00000597000,9,1,0,1,0,0,4,5,2,3,0,0,0,0,0,0,0,0,0,0
ENST00000539140,3,2,3,1,4,1,5,3,6,0,0,0,0,0,1,1,6,2,2,1
ENST00000524344,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0
ENST00000313288,314,350,417,318,289,347,273,223,274,324,226,240,203,236,134,170,162,217,191,196
ENST00000505885,0,1,3,0,1,0,0,0,0,0,11,8,8,8,20,16,6,5,2,3
ENST00000354434,306,204,224,243,87,105,105,55,141,42,307,134,181,82,88,101,20,12,50,39
ENST00000559274,2,1,1,0,3,6,2,2,1,3,5,8,8,7,6,6,6,5,4,2
ENST00000593044,3,15,14,1,8,15,4,21,8,4,7,2,4,13,5,4,3,9,1,2
ENST00000498306,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,4,0,6,1
ENST00000361532,10,21,33,11,25,51,30,55,17,22,1,7,2,7,9,3,6,11,8,2
ENST00000597706,0,0,0,0,1,0,1,0,0,0,70,3,1,3,0,6,1,0,0,3
ENST00000555119,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1
ENST00000392290,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0
ENST00000471008,1,2,2,2,1,1,2,2,1,2,0,0,1,0,1,1,2,1,2,1
ENST00000434096,0,0,0,0,1,0,0,0,0,0,2,2,3,3,2,1,0,2,2,2
ENST00000442999,0,1,2,2,5,0,0,1,1,1,2,2,7,5,4,3,4,6,1,4
ENST00000399878,0,0,0,0,0,0,1,0,1,0,3,2,1,1,2,0,2,2,2,3
ENST00000302516,1,1,1,0,1,1,2,1,2,1,3,3,2,3,1,2,2,2,2,1
ENST00000267257,156,14,112,4,19,6,23,5,39,32,32,30,36,31,57,54,38,26,31,64
ENST00000400094,13,2,11,7,2,9,10,14,6,4,4,4,1,0,5,6,2,7,5,1
ENST00000371569,0,1,6,6,3,1,3,2,2,1,11,12,6,6,5,12,6,4,8,1
ENST00000530422,1,0,0,0,0,0,0,0,0,0,12,0,9,0,4,9,2,6,5,2
ENST00000444348,1,0,1,1,0,0,3,1,1,1,0,0,0,1,0,0,3,0,0,0
ENST00000491866,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,3,2,2,1,2
ENST00000438266,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
ENST00000496196,14,46,25,23,55,19,36,33,58,63,94,90,80,80,61,40,67,60,96,81
ENST00000602710,0,0,0,3,0,3,0,5,0,1,1,0,0,1,1,0,0,0,1,0
ENST00000608853,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,3,0,0,1,1
ENST00000475374,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0
ENST00000437652,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,6,0,4,0,2
ENST00000475094,0,0,0,0,0,0,0,0,0,0,17,10,12,5,7,5,0,2,5,4
ENST00000526961,0,0,0,0,1,0,0,0,0,0,3,4,4,4,9,4,6,1,2,1
ENST00000490742,106,66,75,85,25,147,86,70,49,89,11,8,20,19,8,16,21,21,11,27
ENST00000598101,1,1,0,1,1,0,0,0,1,0,14,12,15,21,10,21,20,14,17,10
ENST00000338368,0,5,1,2,0,3,3,2,3,1,18,25,11,16,17,18,10,24,23,17
ENST00000540977,6,5,4,14,3,4,10,9,4,4,1,1,0,3,0,2,0,0,2,0
ENST00000420383,4,2,5,3,3,4,4,3,2,1,2,1,1,3,0,1,0,4,2,3
ENST00000265271,3,4,4,3,4,4,4,4,5,4,12,12,11,13,14,9,9,6,7,6
ENST00000314045,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,2,0,1,1
ENST00000491236,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,1,0
ENST00000399541,4,4,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,1,0,0
ENST00000081029,1,0,1,0,0,1,2,1,3,1,1,1,1,1,1,1,2,1,1,0
ENST00000564789,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1
ENST00000503075,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,3,3,3
ENST00000588213,2,3,1,1,1,2,1,1,2,2,0,1,1,0,0,1,0,1,4,3
ENST00000478910,0,0,2,0,0,1,0,0,3,2,8,6,9,9,2,9,3,7,7,4
ENST00000260952,20,18,8,12,10,14,14,17,7,29,21,26,20,18,16,18,18,15,16,21
ENST00000541340,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0
ENST00000300134,212,210,263,132,159,111,209,28,39,211,178,164,194,177,446,357,122,99,453,456
ENST00000304084,0,6,2,1,25,0,0,1,8,5,97,136,156,155,259,174,149,112,100,63
ENST00000448301,0,5,3,0,6,12,19,2,9,7,15,5,8,5,29,36,23,3,5,3
ENST00000547698,6,4,11,11,9,5,3,8,4,3,0,1,1,1,2,1,1,1,0,0
ENST00000531536,19,29,7,10,45,2,3,23,28,31,116,91,100,104,97,67,118,122,164,121
ENST00000413150,0,26,31,18,24,0,7,65,22,14,56,29,46,39,37,39,33,37,29,22
ENST00000431803,0,1,0,1,0,0,0,0,0,1,2,3,2,3,2,2,4,0,2,0
ENST00000636864,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,0,1,0
ENST00000528520,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
ENST00000483789,0,0,0,0,0,0,0,0,0,0,8,11,9,8,4,8,9,5,8,3
ENST00000337338,0,0,0,0,0,0,2,2,0,0,2,5,2,5,3,1,4,1,1,0
ENST00000482168,3,4,2,0,2,3,0,1,3,6,4,1,2,2,2,1,2,2,2,2
ENST00000567786,145,97,47,57,36,89,48,77,48,45,27,30,43,24,19,35,17,45,25,15
ENST00000448344,5,3,9,10,5,5,4,10,4,1,3,2,2,3,2,2,5,2,0,1
ENST00000414079,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0
ENST00000490081,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2
ENST00000416426,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
ENST00000336314,1,3,0,2,3,1,2,1,2,0,12,9,7,15,23,12,6,5,8,9
ENST00000515770,0,0,0,0,0,0,0,0,0,0,5,3,3,8,5,3,3,1,3,2
ENST00000528241,0,0,0,0,4,0,0,0,0,0,6,10,9,11,13,17,10,4,3,3
ENST00000471492,0,3,1,4,6,0,1,0,2,1,9,8,13,10,11,12,5,10,7,8
ENST00000547654,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
ENST00000262768,127,123,120,122,80,100,96,55,159,35,40,164,164,62,40,36,76,18,99,126
ENST00000359013,43,42,30,25,55,53,44,5,52,49,57,46,50,39,35,31,26,50,42,44
ENST00000493191,1,2,1,1,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
ENST00000361050,0,0,0,0,0,0,0,0,0,74,0,222,221,0,0,0,164,0,0,61
ENST00000606983,0,4,3,4,17,0,2,4,11,13,33,56,87,15,55,53,37,21,37,58
ENST00000342790,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1
ENST00000473978,0,0,1,0,4,0,1,0,1,3,6,7,7,7,11,13,5,15,7,6
ENST00000342427,2,1,5,3,2,4,4,5,5,2,3,4,5,6,5,3,6,4,3,6
ENST00000524843,0,0,0,0,0,0,0,0,0,0,46,51,44,5,74,45,44,27,206,92
ENST00000440421,0,0,1,0,1,0,0,0,0,0,2,2,1,2,1,0,0,1,2,1
ENST00000519320,0,1,1,0,1,0,0,0,1,0,2,3,2,1,3,3,4,2,4,2
ENST00000233609,28,1,4,53,14,34,5,6,4,11,7,9,6,7,3,2,7,3,1,4
ENST00000435456,0,0,0,0,0,2,0,0,2,0,0,2,0,1,1,0,0,1,0,0
ENST00000265382,0,1,1,1,3,0,1,1,2,0,4,4,3,4,5,5,7,3,5,4
ENST00000597778,2,4,7,9,14,4,4,19,9,4,7,10,13,11,18,13,21,12,8,8
ENST00000550886,1,0,0,0,1,1,0,0,0,2,0,2,2,1,1,2,2,1,2,1
ENST00000335044,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
ENST00000424659,0,0,0,0,1,0,0,0,0,0,4,4,2,4,3,2,6,3,1,2
ENST00000413409,1,3,2,9,5,2,2,3,4,4,101,114,147,146,303,253,70,74,119,93
ENST00000417147,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0
ENST00000356116,0,7,5,4,3,0,7,4,5,2,7,5,3,5,2,1,10,3,3,2
ENST00000464569,0,6,0,1,1,0,0,0,0,0,13,11,16,16,10,19,15,7,17,7
ENST00000609470,0,0,0,0,1,0,1,0,0,1,2,4,5,1,5,2,1,4,2,0
ENST00000412416,0,0,0,0,0,0,0,0,0,0,4,13,11,12,11,10,15,7,3,7
ENST00000575312,53,36,22,53,17,41,28,47,19,19,11,10,12,12,10,8,11,8,8,5
ENST00000457599,0,0,0,0,0,0,0,0,0,1,3,1,0,0,6,1,0,0,11,0
ENST00000288422,0,0,0,0,0,0,0,0,0,0,11,11,9,8,10,12,8,9,8,9
ENST00000481673,1,4,2,2,2,0,1,1,2,2,1,1,1,1,1,1,2,1,12,1
ENST00000530758,220,268,222,203,210,219,270,46,251,239,63,188,189,169,135,49,185,184,189,129
ENST00000491436,0,0,0,0,0,0,0,0,0,0,4,2,2,3,2,3,0,1,2,1
ENST00000604929,11,39,18,23,10,12,23,10,21,22,16,35,29,19,17,22,19,21,26,14
ENST00000464942,0,6,2,0,6,8,0,7,1,5,5,3,4,4,3,3,8,3,3,0
ENST00000528056,0,0,0,0,0,2,3,3,3,3,2,3,2,2,0,4,0,0,0,0
ENST00000359591,180,303,292,254,352,241,230,287,352,234,650,665,673,711,637,808,220,485,502,882
ENST00000489287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0
ENST00000376566,7,0,10,16,9,12,8,13,7,6,1,6,7,4,7,6,4,4,5,6
ENST00000491107,16,2,0,39,0,8,0,0,0,0,3,0,0,0,2,4,1,5,1,5
ENST00000486387,0,0,0,0,0,0,0,0,0,0,2,1,0,6,3,0,2,0,1,2
ENST00000578733,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,3,2,3,2,2
ENST00000329305,0,0,1,2,1,1,1,2,0,1,0,0,0,1,0,0,0,1,1,0
ENST00000568733,55,13,13,23,22,29,16,20,8,13,15,22,16,40,36,25,31,27,15,16
ENST00000591163,6,5,3,3,0,1,5,0,1,0,0,1,1,2,0,0,0,1,0,3
ENST00000593236,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,2,0,1,1
ENST00000555482,5,7,3,5,5,3,5,4,5,5,2,2,1,0,1,2,0,1,3,1
ENST00000575298,3,0,2,2,2,1,1,2,2,1,11,9,15,11,10,6,17,9,9,9
ENST00000444643,1,9,11,5,6,9,8,2,7,10,11,12,9,10,8,10,7,6,9,6
ENST00000574871,3,8,5,5,7,4,5,7,6,3,3,5,5,4,5,5,7,5,6,6
ENST00000360961,17,24,18,26,19,22,37,33,35,20,33,35,52,34,30,54,47,35,46,41
ENST00000399921,0,0,72,1,24,0,0,36,87,13,132,40,136,57,208,79,72,74,36,73
ENST00000533836,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
ENST00000438979,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,7,3
ENST00000469559,1,1,1,4,1,0,0,1,1,1,1,1,1,1,2,2,2,0,2,2
ENST00000623595,0,0,0,0,0,0,1,2,1,0,1,3,2,0,0,1,3,0,0,0
ENST00000415063,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,1,1,0
ENST00000390305,1,0,0,0,0,1,0,0,0,3,3,0,2,0,1,0,0,0,2,0
ENST00000401424,3,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,1
ENST00000472800,0,1,0,0,0,0,0,1,1,1,2,3,5,6,2,2,2,5,6,5
ENST00000540183,21,7,7,3,16,13,4,7,14,10,32,34,35,29,30,35,36,39,37,35
ENST00000539261,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,3,2,0,0
ENST00000283534,0,0,0,2,14,15,0,0,13,0,0,4,0,12,0,0,0,12,0,0
ENST00000621516,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,6,3,1,2,2
ENST00000477521,1,2,17,7,15,5,3,7,16,7,3,4,8,8,5,4,3,7,5,5
ENST00000306388,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
ENST00000460571,0,1,3,4,1,0,0,1,0,3,1,1,1,3,1,0,1,0,0,0
ENST00000496972,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENST00000531480,38,7,14,11,1,38,18,49,2,1,0,1,1,0,0,0,1,1,0,0
ENST00000372979,1,2,3,5,6,0,3,3,6,4,10,10,13,13,11,9,12,8,9,5
ENST00000586390,0,0,0,0,0,0,0,0,0,0,4,4,2,3,3,4,1,1,1,1
ENST00000425034,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,2
ENST00000478585,0,1,1,0,4,0,2,1,4,5,6,11,7,10,11,13,5,5,8,9
ENST00000338754,21,31,29,17,31,13,29,23,31,33,15,14,16,18,14,10,8,16,25,56
ENST00000510822,0,0,0,1,0,0,0,0,0,0,2,2,3,3,0,4,1,1,2,4
ENST00000439562,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,2,2,1
ENST00000538396,10,8,3,4,7,11,4,9,23,10,6,2,0,6,0,3,0,2,2,3
ENST00000382405,0,1,0,0,0,0,3,0,0,3,1,0,0,0,1,0,1,0,0,1
ENST00000613073,0,0,3,0,0,2,1,1,0,0,2,0,1,0,1,1,0,1,0,1
ENST00000334348,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
ENST00000545700,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,2,1,0,4,0
ENST00000300823,1,0,0,3,4,0,2,1,1,2,0,4,1,0,0,1,0,0,1,0
ENST00000534043,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,2,2,1
ENST00000574569,2,2,1,0,0,3,3,2,1,1,0,0,0,0,0,0,3,0,0,0
ENST00000257915,0,4,2,0,4,4,4,4,6,5,8,12,6,7,11,6,7,8,11,6
ENST00000461370,1,0,0,3,1,1,4,3,0,2,0,2,1,1,1,0,1,0,1,1
ENST00000335497,0,0,2,0,2,0,0,1,2,1,2,2,3,4,0,1,2,1,3,2
ENST00000558401,868,1839,1136,1149,2767,1007,1841,1193,2403,2424,2595,2504,2365,1585,1948,1937,3269,2484,3053,1953
ENST00000308162,438,636,544,520,745,423,514,551,722,594,641,659,707,707,675,190,660,806,655,766
ENST00000394235,3,7,13,0,24,0,0,11,2,4,42,43,39,36,54,52,42,32,31,30
ENST00000462201,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
ENST00000293350,0,0,15,10,0,15,15,21,13,0,1,0,1,0,3,0,5,0,0,1
ENST00000473389,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,1,0,0
