Id,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,CD9,CD10,BJ1,BJ2,BJ3,BJ4,BJ5,BJ6,BJ7,BJ8,BJ9,BJ10
ENST00000447771,0,0,0,0,0,0,0,0,0,0,0,1,1,6,26,1,1,1,5,0
ENST00000329451,4,0,2,1,2,3,2,2,1,2,0,0,0,0,1,1,1,0,1,2
ENST00000570330,32,32,32,22,24,29,41,31,21,32,10,7,7,18,12,6,11,18,13,6
ENST00000374450,34,30,28,35,37,38,50,33,36,41,25,12,17,25,16,19,21,22,28,21
ENST00000529099,18,8,14,12,4,21,13,14,8,7,2,2,3,2,1,2,0,3,1,5
ENST00000356607,1,1,2,1,1,3,1,2,3,1,2,2,1,2,0,2,3,0,1,2
ENST00000578434,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,6,1
ENST00000547247,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,1,1,0
ENST00000590856,10,19,22,21,32,8,19,17,25,18,28,39,45,37,32,29,41,52,38,41
ENST00000264972,0,0,0,0,0,0,0,1,5,0,4,4,3,9,0,3,0,5,6,3
ENST00000473730,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,1
ENST00000444836,0,0,75,53,34,28,0,55,0,10,6,4,6,3,1,4,14,16,2,6
ENST00000595541,2,0,2,2,5,0,1,2,2,4,11,9,11,16,10,7,4,13,12,5
ENST00000583127,0,0,0,0,4,0,0,1,2,1,14,13,12,13,23,13,21,8,17,7
ENST00000466707,0,0,0,1,1,0,0,0,0,0,3,1,3,1,4,3,2,4,4,5
ENST00000512242,0,0,0,0,0,0,0,0,0,0,4,5,4,4,6,7,4,2,4,3
ENST00000600987,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1
ENST00000304581,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,2,0,0,0,0
ENST00000517393,0,1,2,0,0,1,1,0,0,1,0,4,0,2,1,0,1,0,1,0
ENST00000297347,22,35,17,18,39,12,45,16,34,34,43,24,32,26,38,31,46,45,45,27
ENST00000420411,2,0,4,2,1,2,4,2,5,2,1,1,2,2,0,1,3,1,2,1
ENST00000258455,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0
ENST00000216185,12,9,25,30,7,26,37,20,33,11,10,14,13,8,5,13,10,17,10,15
ENST00000510979,1,1,2,2,2,3,2,1,3,2,5,5,5,5,5,8,9,5,5,3
ENST00000490121,1,4,3,3,5,0,2,3,4,2,6,7,7,10,7,11,4,7,8,6
ENST00000481522,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,3,1,1,1
ENST00000493867,1,4,3,0,1,0,3,2,3,2,2,3,3,3,2,3,2,3,2,2
ENST00000470209,0,1,1,0,1,0,1,0,0,1,3,1,1,0,1,1,2,2,3,3
ENST00000487131,0,0,2,1,3,0,0,3,2,1,2,1,2,3,2,2,1,1,2,3
ENST00000589060,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,1,2,0,2,2
ENST00000599097,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2
ENST00000407911,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,3,4,4,9,2
ENST00000357360,5,1,4,3,1,5,10,2,6,3,1,2,1,1,0,2,2,2,0,1
ENST00000315436,10,6,3,5,6,7,8,6,4,9,17,14,13,11,8,9,14,9,15,27
ENST00000622960,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,1,0,1,0
ENST00000228740,0,35,44,18,66,28,32,18,48,25,96,91,88,70,86,17,12,19,79,60
ENST00000638069,0,1,0,0,8,0,0,0,5,0,13,11,6,12,13,17,18,10,11,4
ENST00000426126,10,15,12,15,6,12,15,1,6,19,58,55,40,64,64,38,63,51,43,37
ENST00000467041,0,2,1,1,2,1,1,2,2,1,2,2,5,3,2,2,2,3,3,4
ENST00000421694,0,0,1,1,2,0,4,1,2,1,21,31,17,13,19,27,8,13,16,10
ENST00000506317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
ENST00000465694,5,2,4,3,3,3,5,5,0,1,1,0,0,1,0,0,3,0,0,0
ENST00000368302,6,26,17,2,1,6,4,3,2,4,0,2,2,3,2,1,3,1,1,7
ENST00000221232,7,34,25,17,31,23,24,26,31,44,67,61,52,50,49,48,31,44,50,65
ENST00000375976,1,12,8,24,21,24,57,35,14,31,100,90,12,99,16,19,36,81,27,52
ENST00000522321,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,4,0,0,0
ENST00000463233,4,29,18,6,17,8,12,13,25,10,11,4,13,15,9,22,11,33,18,27
ENST00000618406,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
ENST00000444214,9,3,4,6,1,8,9,5,2,5,1,1,1,1,2,1,1,4,1,1
ENST00000511161,0,0,0,0,1,0,0,0,1,0,2,1,5,4,2,3,0,3,2,2
ENST00000503196,0,0,0,0,0,0,0,0,1,0,18,20,17,17,51,39,31,18,15,11
ENST00000611722,17,7,0,8,13,5,8,1,6,0,0,5,0,0,0,0,0,0,0,0
ENST00000537421,2,1,2,4,4,1,2,2,2,2,6,6,9,8,9,11,3,6,8,8
ENST00000567038,3,10,8,10,19,4,6,8,16,14,45,53,60,49,67,76,51,56,62,79
ENST00000371377,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,1,3,3,2,0
ENST00000391762,31,11,30,21,14,66,9,28,19,27,7,2,15,5,4,3,3,4,2,2
ENST00000375069,9,4,11,13,8,14,6,8,10,8,6,7,7,6,5,3,7,9,7,9
ENST00000479961,3,8,3,2,4,4,4,4,2,5,9,2,5,1,6,2,5,7,7,0
ENST00000230124,15,16,11,13,12,16,12,15,11,12,23,26,20,18,18,15,17,14,26,10
ENST00000460291,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,0,0,0,1
ENST00000483805,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,5,4,3,2,5
ENST00000446987,2,3,0,3,4,2,1,5,2,2,3,0,1,1,1,2,1,2,3,2
ENST00000467301,2,16,12,4,17,7,13,29,15,25,21,23,19,20,35,32,12,17,31,42
ENST00000489372,0,1,1,1,0,0,1,0,2,1,33,40,38,31,55,46,28,14,24,17
ENST00000466126,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,0
ENST00000561569,30,14,6,7,19,11,38,1,41,25,12,5,6,3,1,3,17,5,79,38
ENST00000368149,0,1,1,0,1,0,0,0,1,0,4,2,2,3,2,2,2,2,1,1
ENST00000359681,11,6,24,44,10,13,51,16,45,2,6,3,12,8,9,18,14,11,31,0
ENST00000591725,0,1,1,3,1,0,0,0,0,0,3,5,12,10,8,9,6,5,3,3
ENST00000488381,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,2,4,0,0,0
ENST00000505236,16,9,8,22,18,6,16,17,25,17,8,13,13,13,30,17,6,16,11,21
ENST00000343004,0,0,3,2,0,0,1,3,2,0,4,6,2,3,3,2,5,2,2,3
ENST00000441657,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,1,2,0
ENST00000620430,0,0,0,2,0,0,3,4,3,8,17,3,27,1,28,16,0,5,17,0
ENST00000360416,1,1,2,2,3,1,1,2,2,0,8,9,12,8,10,16,11,8,10,7
ENST00000491010,0,0,1,0,1,0,1,0,2,1,1,2,1,1,1,2,1,1,2,1
ENST00000377485,1,2,5,2,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1
ENST00000478641,8,4,5,4,5,7,4,5,6,4,3,3,3,5,3,4,2,7,3,6
ENST00000357949,59,78,64,66,50,86,56,72,57,56,1,1,3,0,2,0,16,26,42,39
ENST00000527670,0,4,1,1,2,1,1,0,4,4,3,2,4,6,4,8,1,10,20,51
ENST00000547165,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,1,2,2
ENST00000525513,1,2,3,4,5,1,0,2,3,1,3,1,3,3,7,5,5,5,6,12
ENST00000549184,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
ENST00000465601,0,0,5,0,0,0,1,0,0,0,3,0,0,1,0,0,0,2,2,1
ENST00000498738,1,1,2,1,2,0,1,2,2,1,1,7,3,6,1,5,4,6,4,4
ENST00000457540,0,0,33,0,24,0,41,0,26,1,74,103,90,68,0,78,88,47,47,26
ENST00000361696,0,8,6,3,19,8,6,0,8,0,7,2,0,3,0,0,2,10,6,0
ENST00000488329,2,0,5,5,4,0,0,5,0,0,5,5,0,0,5,0,0,22,0,0
ENST00000474426,0,2,1,4,1,0,4,2,3,2,0,0,0,0,1,0,2,0,0,0
ENST00000373053,3,7,0,0,10,6,0,0,4,10,28,31,12,13,19,34,12,29,10,24
ENST00000617586,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,2
ENST00000552576,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0
ENST00000581412,4,0,1,0,37,0,6,0,3,3,0,1,1,35,0,0,1,0,0,6
ENST00000447318,4,5,13,15,6,15,9,5,7,2,3,4,4,3,4,4,17,7,5,4
ENST00000379328,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
ENST00000486652,0,0,0,0,1,0,0,0,0,0,8,9,11,9,18,13,4,4,6,4
ENST00000607836,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0
ENST00000476883,1,0,1,1,3,1,0,1,2,2,9,9,16,9,15,15,4,13,12,17
ENST00000377045,68,74,95,88,74,87,38,90,59,44,55,58,58,70,63,67,42,42,53,90
ENST00000448552,1,13,12,3,5,3,4,12,9,10,29,16,18,24,8,5,8,17,8,17
ENST00000360110,1,3,3,4,7,2,3,6,7,2,5,8,13,14,25,13,19,6,9,11
ENST00000564502,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,1,0,1,0
ENST00000467105,12,3,8,23,3,13,5,5,4,4,2,4,4,2,3,2,3,4,6,1
ENST00000428336,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1,2,2
ENST00000430411,0,0,0,0,2,0,1,0,1,2,2,4,2,3,1,4,1,2,1,3
ENST00000622509,3,2,1,1,1,4,0,0,1,0,5,1,3,1,5,2,5,0,6,2
ENST00000216124,157,146,129,127,117,98,110,108,21,107,91,84,69,86,58,80,12,85,71,184
ENST00000354678,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,2,5,1,2,0
ENST00000577436,0,3,1,0,2,1,3,0,5,3,4,1,3,0,2,0,0,2,7,11
ENST00000295956,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
ENST00000536549,0,0,0,0,6,7,0,2,0,2,3,16,0,1,5,5,6,2,2,2
ENST00000614565,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
ENST00000592633,5,1,2,1,0,3,2,1,2,3,0,1,2,1,1,0,2,0,0,1
ENST00000478777,0,0,0,0,1,0,0,0,0,1,49,35,40,42,60,47,60,38,49,37
ENST00000355773,2,2,2,2,4,3,4,3,3,4,6,6,4,6,9,8,6,6,6,5
ENST00000576573,1,3,0,4,1,3,2,1,1,2,1,2,2,1,1,2,2,1,3,1
ENST00000533723,1,0,1,0,0,0,1,0,0,2,3,2,4,1,5,5,2,0,1,1
ENST00000419868,0,0,0,0,0,0,0,0,1,0,2,1,2,1,3,3,3,1,1,2
ENST00000379019,32,58,0,68,100,0,43,0,85,93,181,242,145,161,275,474,142,170,138,170
ENST00000421731,0,4,3,0,0,0,6,0,2,6,0,0,1,0,0,0,6,3,0,0
ENST00000521675,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0
ENST00000586092,32,42,60,72,73,31,26,57,34,24,32,53,67,62,44,51,50,42,30,29
ENST00000469235,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,6,0,11,7
ENST00000354179,0,0,2,1,0,3,0,0,6,4,19,4,7,2,3,0,0,0,2,4
ENST00000552771,0,64,17,55,0,0,0,56,18,0,4,2,3,2,2,2,1,1,3,1
ENST00000329331,2,3,3,2,2,1,2,3,1,0,0,0,1,1,0,0,1,1,0,0
ENST00000397311,9,0,8,24,1,16,29,34,0,0,4,8,15,15,6,6,12,4,4,1
ENST00000545046,0,0,1,0,0,5,0,2,0,1,2,3,4,3,3,4,3,2,2,1
ENST00000612839,11,11,4,11,13,18,36,7,25,13,10,9,1,5,2,22,23,12,25,6
ENST00000575397,1,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000575111,24,73,85,81,101,36,73,29,65,77,78,103,79,58,86,91,47,52,76,54
ENST00000485186,0,1,2,3,2,1,1,3,3,2,11,7,12,11,9,10,7,7,7,4
ENST00000602243,5,6,4,3,7,7,4,4,4,5,30,28,19,22,22,38,15,17,19,43
ENST00000414722,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,1,2,3
ENST00000559943,4,5,5,6,10,3,6,4,6,5,6,8,11,12,13,12,11,15,11,14
ENST00000375812,0,0,9,0,0,0,0,0,0,6,7,4,1,1,0,4,2,3,0,3
ENST00000367590,0,2,2,2,2,1,1,2,2,2,3,9,7,8,2,8,6,5,5,3
ENST00000498114,5,3,1,0,1,3,2,0,0,2,1,0,0,0,0,0,1,0,0,0
ENST00000557912,4,0,3,5,4,3,6,5,3,0,0,1,2,3,2,0,4,3,2,1
ENST00000410022,2,4,2,3,4,5,7,5,7,5,4,2,3,4,2,3,7,4,3,1
ENST00000470635,0,0,0,0,2,0,0,0,0,1,4,4,4,1,3,2,2,2,4,0
ENST00000256592,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,0
ENST00000609670,0,0,1,0,2,0,0,0,1,0,21,17,12,23,6,32,13,24,20,17
ENST00000366446,0,0,1,0,1,0,1,0,0,1,2,3,4,6,2,5,1,2,3,1
ENST00000499370,23,20,36,21,66,12,59,45,59,73,96,86,110,54,93,47,79,74,93,69
ENST00000404621,7,6,10,7,6,8,6,8,8,7,16,24,14,18,14,7,9,6,13,8
ENST00000377960,259,216,249,834,195,475,198,242,735,712,562,537,566,522,404,470,546,476,492,591
ENST00000549373,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
ENST00000503665,0,0,0,0,0,0,0,0,0,0,14,7,16,29,20,16,8,12,12,9
ENST00000564191,0,0,0,0,2,0,0,1,1,17,5,3,3,3,2,1,16,15,5,2
ENST00000591415,3,5,4,6,6,4,4,4,5,2,0,1,3,2,0,2,2,3,1,2
ENST00000432340,0,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,2,1,1,1
ENST00000548322,0,2,1,0,7,0,1,1,4,6,8,3,5,5,6,3,3,5,12,12
ENST00000495497,0,1,0,1,1,0,0,1,1,0,0,0,1,1,4,2,2,1,2,3
ENST00000568674,289,421,520,377,496,491,509,474,480,460,205,220,199,200,287,214,235,309,210,226
ENST00000485363,2,0,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,0
ENST00000560013,0,1,3,0,3,0,0,0,0,11,1,0,3,2,1,2,1,2,3,1
ENST00000558857,0,7,2,1,6,0,5,3,3,6,42,24,23,21,26,20,20,21,36,36
ENST00000525550,4,4,6,2,0,6,3,3,3,6,11,5,6,5,4,5,6,7,13,7
ENST00000284727,1,1,2,1,1,1,4,3,4,2,1,1,1,0,0,0,1,0,1,1
ENST00000588776,1,2,1,2,2,0,1,2,2,2,1,1,0,2,0,1,0,1,1,3
ENST00000290277,0,0,1,6,1,1,0,3,0,0,17,9,3,7,4,2,8,17,5,3
ENST00000460577,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,4,2,7,3,3
ENST00000483903,0,2,5,0,1,2,1,1,3,3,4,5,4,4,3,5,9,12,9,3
ENST00000521953,2,2,1,0,0,3,3,1,1,0,0,1,1,1,1,2,1,0,1,0
ENST00000565877,1,3,1,0,0,0,3,2,0,0,0,2,1,0,1,0,0,0,0,0
ENST00000370032,0,1,5,6,2,0,1,0,0,0,2,1,4,3,1,0,1,1,2,1
ENST00000620554,13,14,15,16,12,17,17,10,8,9,8,9,11,13,7,12,11,7,8,6
ENST00000378251,6,5,7,4,6,6,7,8,8,7,11,9,8,10,7,7,3,8,10,14
ENST00000534138,1,2,1,2,2,2,2,2,4,2,5,7,4,3,1,2,3,2,3,3
ENST00000542136,0,0,0,0,0,0,0,0,0,0,2,2,1,3,9,6,13,6,2,3
ENST00000360806,2,2,0,1,2,2,1,2,5,3,3,8,1,6,1,3,0,0,2,3
ENST00000521420,0,0,7,0,1,0,0,0,0,0,0,0,3,16,0,0,0,0,1,0
ENST00000435082,2,0,0,0,4,1,1,1,5,4,0,0,0,0,0,0,0,0,0,0
ENST00000589881,0,0,7,1,0,0,0,0,0,0,1,1,1,3,5,3,1,1,1,1
ENST00000558566,6,3,1,3,9,2,15,8,9,13,2,4,5,0,3,0,1,2,2,13
ENST00000519802,12,5,4,2,1,12,11,17,1,5,0,2,1,1,0,0,0,1,0,0
ENST00000321599,1,8,6,4,11,8,7,9,10,11,39,83,30,25,32,86,22,15,27,78
ENST00000533444,1,5,9,4,5,6,7,8,8,6,4,6,5,6,2,5,7,5,4,8
ENST00000461314,4,2,2,5,3,3,2,2,3,1,6,5,12,5,5,5,5,4,4,4
ENST00000427274,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,1,0,1,0
ENST00000394334,11,13,12,11,21,12,18,12,23,9,44,38,39,56,28,22,31,13,22,11
ENST00000564553,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,2,2
ENST00000401418,11,0,11,11,4,15,15,13,7,0,0,0,0,0,0,0,0,0,0,0
ENST00000487399,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,1,0
ENST00000481997,581,125,145,623,277,732,133,538,335,282,276,62,93,233,156,165,56,120,212,91
ENST00000487178,0,0,0,0,0,0,0,0,0,0,6,7,8,6,13,9,4,3,3,3
ENST00000588290,0,1,1,4,0,3,2,1,1,1,2,1,0,0,1,0,0,0,1,1
ENST00000368018,0,1,0,1,1,0,0,0,1,1,6,7,8,6,6,8,4,4,6,4
ENST00000223023,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1
ENST00000360244,14,43,23,28,50,42,45,29,49,53,20,54,52,59,54,51,50,23,49,62
ENST00000482565,41,8,458,50,25,60,69,192,186,193,35,136,11,99,9,28,7,396,6,18
ENST00000380412,9,0,9,1,3,9,8,12,3,6,3,0,1,6,7,5,0,2,5,0
ENST00000446293,0,2,0,1,1,0,0,3,3,0,6,2,3,3,7,6,5,3,4,5
ENST00000594139,4,3,0,0,2,3,2,2,1,0,1,0,2,1,0,0,2,3,0,0
ENST00000243052,0,4,8,6,3,10,7,2,2,5,8,3,9,10,6,3,8,4,6,4
ENST00000424349,0,15,0,0,1,14,0,4,30,4,71,12,19,23,18,1,7,23,55,20
ENST00000507915,76,63,82,79,54,71,52,77,61,44,23,38,44,28,38,38,29,48,36,47
ENST00000531375,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0
ENST00000223145,0,0,2,0,4,0,0,0,2,0,5,7,5,8,9,6,2,6,6,5
ENST00000600194,115,59,78,103,56,76,61,74,90,123,106,83,73,89,65,97,87,64,68,61
ENST00000533223,0,0,0,0,1,0,0,0,0,1,2,2,1,2,0,0,2,1,1,1
ENST00000484762,24,24,22,14,38,8,9,9,26,33,37,29,40,28,41,27,32,45,41,33
ENST00000272249,7,2,4,4,11,1,4,4,2,2,4,7,6,8,5,5,11,4,4,3
ENST00000467054,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,2,1,2,0,0
ENST00000499023,1,4,3,0,2,1,1,3,3,5,5,3,3,5,3,4,4,3,4,3
ENST00000615564,3,5,18,7,13,5,7,13,30,12,8,9,14,12,14,17,12,12,12,12
ENST00000597836,1,7,4,0,3,13,2,13,0,2,1,3,4,1,2,1,1,4,3,3
ENST00000475364,0,0,1,2,4,0,0,1,2,4,7,7,7,14,15,8,20,9,11,11
ENST00000361272,2,6,1,0,2,5,8,4,6,1,7,7,6,7,7,6,7,5,6,3
ENST00000507415,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,2,0,1,0
ENST00000564703,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,2,1
ENST00000216456,7,3,9,7,6,0,9,1,3,5,3,7,10,8,3,4,6,9,4,4
ENST00000484527,56,19,19,24,18,12,13,13,12,19,64,77,89,61,119,113,54,82,108,128
ENST00000366777,22,21,17,27,16,10,14,32,38,22,32,36,42,50,28,46,15,16,25,42
ENST00000485386,426,88,58,206,53,73,103,85,47,47,17,14,12,11,7,9,10,17,21,17
ENST00000609683,0,0,0,0,0,0,0,1,0,0,0,1,2,1,4,3,3,1,1,3
ENST00000488227,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0
ENST00000558247,0,0,0,0,0,0,0,0,0,0,1,4,0,2,2,2,0,0,0,0
ENST00000567325,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1
ENST00000564996,6,9,16,4,14,11,13,15,15,7,10,12,9,11,8,11,5,11,12,15
ENST00000370885,0,3,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ENST00000510118,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0
ENST00000584469,0,2,0,0,0,0,0,0,0,1,7,3,6,3,2,3,3,3,6,1
ENST00000271638,1386,9474,2246,9381,8125,1703,7627,8377,6971,3085,5140,4567,3235,3218,5619,5255,4716,6033,3752,2618
ENST00000320548,0,9,0,0,0,10,0,0,4,3,3,1,0,0,0,0,0,0,0,0
ENST00000453452,1,1,1,2,1,0,2,2,0,2,1,0,2,2,3,1,1,2,4,2
ENST00000615299,0,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENST00000594217,54,26,42,87,36,67,40,40,11,15,18,14,11,30,14,8,20,14,6,10
ENST00000626827,1,12,0,5,1,0,9,0,5,2,0,29,13,0,20,0,13,6,0,3
ENST00000547526,1,1,1,0,1,0,0,0,0,0,3,1,3,4,0,0,0,2,1,0
ENST00000554014,0,0,0,0,1,0,0,0,1,0,24,18,33,6,21,23,23,24,16,16
ENST00000444444,5,2,4,3,1,2,3,1,11,2,4,30,4,36,2,2,24,10,2,11
ENST00000596311,9,34,39,37,42,22,31,35,32,36,52,56,50,55,48,59,25,51,48,68
ENST00000410108,4,4,7,4,5,2,2,6,8,3,22,20,22,11,22,29,18,12,23,30
ENST00000418850,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,0,1,0
ENST00000433633,2,1,4,2,3,4,5,5,3,2,3,4,4,3,3,4,2,4,6,4
ENST00000519504,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,0
ENST00000593905,2,1,2,11,5,2,0,2,0,0,14,9,3,15,5,6,4,4,1,6
ENST00000448245,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,1,2,0
ENST00000357443,0,7,5,9,4,13,0,0,0,13,2,3,3,7,15,2,15,2,2,6
ENST00000636079,5,0,1,2,0,1,0,0,1,1,0,0,1,1,0,0,4,0,1,1
ENST00000401041,0,0,0,0,0,0,0,0,0,0,7,4,3,2,2,7,3,1,2,1
ENST00000586242,12,9,6,7,4,12,8,11,6,6,3,1,2,3,2,3,2,1,0,1
ENST00000487971,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
ENST00000530401,1,1,0,1,0,2,1,0,0,0,1,1,2,2,1,1,3,1,0,0
ENST00000527176,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,1
ENST00000619021,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,1,3,1
ENST00000238616,4,0,3,2,5,4,0,0,8,7,16,14,13,16,9,13,12,9,13,10
ENST00000439308,1,0,0,0,0,0,0,0,0,1,4,1,2,0,2,2,0,1,1,0
ENST00000494066,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,1,1,1
ENST00000550988,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,2,2,1,2,2
ENST00000347486,0,0,0,0,6,2,0,1,0,0,13,33,19,25,26,41,0,5,18,13
ENST00000503979,0,0,0,0,0,0,0,0,0,6,5,1,1,1,5,2,0,0,4,1
ENST00000439775,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1,0
ENST00000452799,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,0
ENST00000624682,0,99,102,114,112,92,115,172,90,69,36,58,46,53,42,0,0,34,0,0
ENST00000475035,2,6,2,2,1,1,6,2,0,0,2,0,0,0,0,0,1,0,0,1
ENST00000442336,0,0,0,0,47,0,0,7,20,93,4,303,163,69,0,284,175,124,6,9
ENST00000398238,5,3,5,3,0,4,6,5,5,0,0,12,5,9,2,2,9,3,6,4
ENST00000470877,0,0,0,0,2,0,0,1,1,1,4,3,3,4,3,4,3,5,1,4
ENST00000525707,0,1,0,0,0,0,0,0,1,1,5,3,3,2,2,7,2,3,5,3
ENST00000487313,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,0,0,1,1
ENST00000471354,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,1
ENST00000563130,0,0,0,0,0,0,0,0,17,0,0,0,1,1,3,1,2,1,1,0
ENST00000312349,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
ENST00000285106,3,23,18,4,11,22,16,17,12,17,19,8,14,17,10,10,8,15,22,18
ENST00000515322,0,0,1,2,4,0,0,0,0,3,5,6,4,5,4,4,11,3,2,3
ENST00000451500,3,6,3,0,5,7,5,3,6,14,27,28,33,25,60,31,40,41,25,40
ENST00000610177,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ENST00000474214,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,1,3,2,1,3
ENST00000521154,0,0,0,0,0,0,0,0,0,0,1,5,0,7,3,9,2,2,3,3
ENST00000532999,0,0,0,1,0,0,0,0,0,0,3,4,0,3,5,2,0,0,2,0
ENST00000373808,0,0,0,88,21,0,0,45,95,0,53,32,19,13,43,58,0,24,0,99
ENST00000550021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1
ENST00000338560,11,8,9,9,6,10,8,8,7,11,11,9,10,10,9,9,6,8,10,10
ENST00000376755,15,15,25,27,23,6,16,25,44,25,64,58,84,88,51,56,21,50,24,39
ENST00000200457,10,11,15,13,12,16,17,11,11,8,10,8,6,5,5,7,7,8,11,60
ENST00000492001,0,0,0,1,1,0,0,0,1,0,6,8,6,9,8,11,10,7,7,9
ENST00000506230,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,5,2,3,2,5
ENST00000396013,2,0,0,0,0,0,5,0,1,2,1,6,2,7,4,3,29,17,5,3
ENST00000353999,20,5,75,64,13,77,4,2,20,18,172,149,127,144,39,120,51,158,40,178
ENST00000568064,6,10,14,10,17,5,7,12,16,12,18,19,19,17,18,19,21,21,16,34
ENST00000489186,6,9,7,5,11,3,4,4,10,13,36,26,43,28,37,39,42,24,42,45
ENST00000497591,1,0,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ENST00000559255,13,108,69,61,195,25,57,118,105,203,381,216,224,246,255,300,173,187,289,227
ENST00000373316,65,161,168,143,276,88,156,158,225,195,182,193,200,292,273,211,301,294,172,174
ENST00000427820,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ENST00000525266,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
