"","SRR12650992","SRR12650993","SRR12650994","SRR12650995"
"ENSMUSG00000085298",37.4237393456184,62.2323487133365,59.7721695302567,144.872194896215
"ENSMUSG00000113831",278.687420658861,351.285231552913,527.799534720002,439.612177616101
"ENSMUSG00000020561",638.592318195446,628.874260682138,411.638526010258,418.380907674415
"ENSMUSG00000025323",1707.95576375216,1949.67397745335,2476.59781676309,2291.7282554703
"ENSMUSG00000021180",449.881121920732,494.583402932306,462.388481271797,483.323615731339
"ENSMUSG00000113195",6.36999818648824,6.55077354877227,15.7888749702565,22.4801681735506
"ENSMUSG00000021185",461.028618747087,438.901827767742,594.338364951797,636.938098250601
"ENSMUSG00000113159",10.3512470530434,13.1015470975445,1.12777678358975,72.4360974481076
"ENSMUSG00000047415",151.287456929096,231.733614287819,280.816419113847,330.95803144394
"ENSMUSG00000021071",87.5874750642134,63.0511954069331,330.438597591796,442.109974079829
"ENSMUSG00000113694",0,0,27.066642806154,13.7378805505032
"ENSMUSG00000021072",1173.67216586046,1519.77946331517,1230.40447089642,1175.21323618395
"ENSMUSG00000004698",50.9599854919059,54.0438817773712,20.2999821046155,47.4581328108291
"ENSMUSG00000092305",78.032477784481,45.0365681478093,390.210767122053,645.680385873649
"ENSMUSG00000048285",676.016057541065,768.078198593548,827.788159154875,788.054784306136
"ENSMUSG00000021182",1374.32710873484,978.521798847857,4383.66835781335,4364.89932036441
"ENSMUSG00000021076",765.1960321519,1042.39184094839,665.388302317951,750.587837350218
"ENSMUSG00000060073",1043.08720303745,1682.72995534088,844.704810908721,843.006306508149
"ENSMUSG00000019256",746.086037592435,348.828691472123,884.176998334363,720.614279785484
"ENSMUSG00000041846",3450.94651753001,3503.02615520597,1653.32076474257,1596.09194032209
"ENSMUSG00000020577",1571.79705251597,1049.76146119076,5544.1506681272,6338.15852670941
"ENSMUSG00000048118",1135.45217674153,1134.9215173248,2447.27562038975,1918.30768414299
"ENSMUSG00000021079",59.7187329983273,153.943178396148,33.8333035076924,24.9779646372785
"ENSMUSG00000020547",316.111160004479,220.269760577467,189.466499643078,112.400840867753
"ENSMUSG00000036188",49.3674859452839,49.130801615792,51.8777320451284,39.9647434196456
