"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Pirb",-1.56871555587964,8.79106043729507,-12.3739110354513,2.23901602594316e-08,8.80326473681495e-07,9.65870316672353,TRUE
"Tmed5",-1.59129781133518,8.27759996458512,-12.349827191264,2.29023581353506e-08,8.93750561379537e-07,9.65003676080475,TRUE
"Nudt4",-1.48938750246528,9.67699869875755,-12.371146464682,2.24483250788781e-08,8.80326473681495e-07,9.63265569516459,TRUE
"Stard9",2.40804501951272,6.1595615370981,12.1908571644656,2.66154980904149e-08,9.94013641538109e-07,9.61029689607147,TRUE
"Msrb1",-1.60567813103421,8.48986274238867,-12.2963498428627,2.40852322084651e-08,9.23063771830895e-07,9.59182189162103,TRUE
"Esd",-1.64575992856016,7.95892737189562,-12.2625860061053,2.48657370118396e-08,9.42776758742735e-07,9.57384257537662,TRUE
"Prr13",-1.92889460078365,7.58913103891575,-12.1940412020886,2.65350838960949e-08,9.94013641538109e-07,9.51851263910442,TRUE
"Anxa1",-1.6709593665866,7.82160845765893,-12.1869663921719,2.67141166163367e-08,9.94013641538109e-07,9.50357662237754,TRUE
"Vps4b",-1.5336657314055,8.79330115497915,-12.2096596215014,2.61443952596549e-08,9.86580953194525e-07,9.49770806671738,TRUE
"Usp38",-1.81759739055342,6.51072647627241,-12.1204685692473,2.84617134724385e-08,1.03497139899776e-06,9.49464543388837,TRUE
"Dhrs9",-1.61598906323455,8.1443237464437,-12.1774127251872,2.69579399265203e-08,9.98442219500753e-07,9.48501579534449,TRUE
"Cdc42ep3",-2.00459756021245,5.77854165008296,-12.0623086228733,3.00910008731696e-08,1.0745396416677e-06,9.48020536088617,TRUE
"Apbb3",-1.89186084689424,6.89848610904849,-12.1238041311894,2.83711893579499e-08,1.03497139899776e-06,9.47954476201947,TRUE
"Nt5c2",-1.78141785101988,7.61605269563259,-12.1332051792006,2.81177130804767e-08,1.03184268185236e-06,9.45716047783603,TRUE
"Il18rap",-1.52662801952848,8.68894925889359,-12.1352717752459,2.80623190774604e-08,1.03184268185236e-06,9.4272470274326,TRUE
"Arpc3",-1.70968087612128,8.40397776207572,-12.1156830679123,2.85921297377767e-08,1.03500922127698e-06,9.41679773630674,TRUE
"Gmfg",-1.71920858710763,6.80969207892101,-12.0577998381656,3.02214274219041e-08,1.0745396416677e-06,9.41657166163522,TRUE
"Zkscan6",-1.8981206327695,6.19262813251305,-11.9780804416986,3.26305986443136e-08,1.13993357709392e-06,9.37270161141048,TRUE
"Niban1",-1.74741613738854,7.34468566452829,-12.0308604910928,3.10134649080345e-08,1.09782176665609e-06,9.36609521055459,TRUE
"Tmco6",-2.02301456298462,5.73147456848796,-11.9207638982203,3.44898376964141e-08,1.19581397504864e-06,9.34487587780742,TRUE
"Tyrobp",-1.48269857316526,9.62574058416591,-12.0749742652131,2.97278421812017e-08,1.06646967466195e-06,9.34172354898963,TRUE
"Ddx60",-2.32462999053767,5.25435867233873,-11.8737867611115,3.60985223984931e-08,1.2341375178972e-06,9.3253381065198,TRUE
"Creb5",1.60717290084853,7.81899046942271,11.9940400046605,3.21322679035605e-08,1.13241472787879e-06,9.31604316379525,TRUE
"Acod1",-1.62380909248608,11.6030338323607,-12.0896540013192,2.93128126545933e-08,1.0563175731385e-06,9.30485733779627,TRUE
"Zdhhc18",-1.73434579143921,7.74849821231329,-11.9808583512967,3.25432665409252e-08,1.13993357709392e-06,9.30161508347788,TRUE
"Celsr3",-3.24864648128937,4.39120579691162,-11.9195887122956,3.45291285295296e-08,1.19581397504864e-06,9.28919197047207,TRUE
"A530040E14Rik",-2.51704846411651,4.90374360740411,-11.8097286476802,3.84232272798255e-08,1.28613313070546e-06,9.26856291946772,TRUE
"Dck",-2.22382735018524,6.24882916065943,-11.8690513929561,3.62650943897166e-08,1.23455640475631e-06,9.267252124661,TRUE
"Sh2d5",-2.62147940742979,5.76583767364256,-11.8009548662669,3.87539455690431e-08,1.29131991494303e-06,9.23567730291629,TRUE
"Tirap",-1.79856287211855,6.5127819719793,-11.8507852747862,3.6915398219773e-08,1.24262547707925e-06,9.22751546437811,TRUE
"Pde1b",-1.66277021218738,6.99682280113329,-11.8635128400524,3.64609669739488e-08,1.23596498216776e-06,9.21375689575972,TRUE
"Wfdc21",-3.14214915817336,4.55712897520325,-11.792100590278,3.90907980316775e-08,1.29131991494303e-06,9.2094629493395,TRUE
"Rnf149",-1.4466359237343,9.33447974206111,-11.89973732268,3.52001474304568e-08,1.21379818725713e-06,9.17339832968303,TRUE
"Cd84",-1.56002179004585,7.93273693817188,-11.8493198940942,3.69681079431078e-08,1.24262547707925e-06,9.16394965264368,TRUE
"Tspan31",-3.1282034819114,5.02658138042681,-11.6891372311795,4.32472497073449e-08,1.37232932773998e-06,9.15063898396204,TRUE
"Il36g",-1.42955704889874,9.5422432638538,-11.8772618959414,3.5976803201376e-08,1.2341375178972e-06,9.14516217032532,TRUE
"Klhl2",-1.809599166955,6.79221155152199,-11.7626113054597,4.02355467538055e-08,1.30164173262187e-06,9.12428794266538,TRUE
"Crem",-2.01776573060801,7.50978434342433,-11.7938753096645,3.90230295089033e-08,1.29131991494303e-06,9.12349764956646,TRUE
"Timp2",-1.74481415120314,6.7168352911772,-11.7364082375114,4.12829485899746e-08,1.31579119011871e-06,9.10078182111017,TRUE
"Eif5a",-1.5648743561996,7.86145659307167,-11.7844274645453,3.93852574057623e-08,1.29131991494303e-06,9.10044024961063,TRUE
"Nfil3",-1.92763567085302,6.12294577434339,-11.6855603069506,4.33999149897768e-08,1.37232932773998e-06,9.08572532476087,TRUE
"Rnf40",-1.63567148067468,7.95108680602273,-11.7620936410025,4.02559606380665e-08,1.30164173262187e-06,9.07514425761456,TRUE
"Rhoh",-1.77150537796324,6.28254476649629,-11.6784509867596,4.37050652028821e-08,1.37653748670495e-06,9.06657545114546,TRUE
"Ubap1",-1.58625924091062,8.27870666434213,-11.7578114770804,4.04252529922814e-08,1.30164173262187e-06,9.06097464014929,TRUE
"Stk17b",-1.54800445066518,9.42591090486526,-11.7848297327237,3.93697612019041e-08,1.29131991494303e-06,9.05457281155178,TRUE
"AW011738",-2.8779704576846,5.97920755945517,-11.6226677235861,4.61808852558552e-08,1.42643661021946e-06,9.05157069853724,TRUE
"Fam107b",-1.53678554089564,9.71800366116612,-11.7629000590645,4.02241647027583e-08,1.30164173262187e-06,9.02444113319408,TRUE
"Fyb1",-1.83235592946215,6.98209732500415,-11.6613210605255,4.44498258063217e-08,1.38905705644755e-06,9.01212665218152,TRUE
"Gm5150",-2.39099384467027,5.22401132882374,-11.5527618233432,4.94980732321949e-08,1.47755442484164e-06,9.01171611936593,TRUE
"Kctd12",-1.38046496613728,10.1397934046829,-11.7555844490351,4.05135989278558e-08,1.30164173262187e-06,9.00602465852614,TRUE
"Slc49a4",-1.93019127170726,5.813196520147,-11.5834979371614,4.80091110482398e-08,1.46073160288943e-06,9.00235353015868,TRUE
"Slc28a2",-2.04986692976159,5.5295481628117,-11.5614853798213,4.90705014945356e-08,1.47027719833814e-06,9.00026452323898,TRUE
"Isy1",-1.99906776103972,6.86439685775104,-11.640948966947,4.53533238640464e-08,1.40630461593942e-06,8.99997133256633,TRUE
"Ist1",-1.48710251055331,8.45425646314552,-11.6666390186552,4.42171685573445e-08,1.38720528807355e-06,8.96216184497865,TRUE
"Mxd1",-1.42864170991358,11.9479860145049,-11.7380556713751,4.12162417175225e-08,1.31579119011871e-06,8.93835480586174,TRUE
"Bltp1",-1.48759430853284,8.66856029285766,-11.6481151310149,4.5033278666092e-08,1.4018141219017e-06,8.93641469453941,TRUE
"Gm19951",1.52723920736749,8.26176016370163,11.6121404857051,4.66647776010739e-08,1.43583931080227e-06,8.91449928405537,TRUE
"Emd",-1.72936788691664,7.77973351059198,-11.5838996046649,4.79899740570298e-08,1.46073160288943e-06,8.89825409657212,TRUE
"Adgrg3",-1.63051476340756,8.03974796197728,-11.5798275760645,4.81843610702006e-08,1.46073160288943e-06,8.88601005097074,TRUE
"Tiparp",-2.23329079519925,7.92436567251549,-11.5700054812161,4.86567259517507e-08,1.46336017900002e-06,8.88041853757628,TRUE
"Anxa11",-1.55556000773227,8.92732224629039,-11.5794141741591,4.82041428953513e-08,1.46073160288943e-06,8.85797237542068,TRUE
"Atg2a",-1.87748648138287,8.94938029057145,-11.5747185873214,4.8429445668833e-08,1.46202100132326e-06,8.85359274070853,TRUE
"Ptgs1",2.60710970696419,5.71670709235985,11.3846886137374,5.85668262272869e-08,1.69758916600832e-06,8.84118781170613,TRUE
"Rara",-1.53150809052893,7.9736328143679,-11.5156407881574,5.13627272131704e-08,1.52751605094931e-06,8.82165815539105,TRUE
"Ahnak",2.22256867237988,9.08196938326068,11.4914623471262,5.26177028778868e-08,1.55904304823368e-06,8.76882501339617,TRUE
"Map3k5",-1.55515087463636,7.6458088013652,-11.4381986769469,5.54999503403027e-08,1.62842309158934e-06,8.75171627221872,TRUE
"St3gal5",-2.29826225389661,5.26400945854001,-11.2954165521512,6.40954954438512e-08,1.8055069139113e-06,8.74965818895527,TRUE
"Mrpl33",-1.81169200664964,6.37789259527464,-11.3734004732735,5.92367354901007e-08,1.71080824520146e-06,8.74950485525613,TRUE
"Rab11fip4",-1.98719365196951,5.5949306564008,-11.3130188163935,6.29625873390557e-08,1.77986112619239e-06,8.74240968174743,TRUE
"Nabp1",-1.66093124464746,9.20053426290567,-11.4576968374927,5.44256598738105e-08,1.60666154609035e-06,8.7238309726635,TRUE
"Sp100",-2.17346326394046,7.60186238240633,-11.3969327878862,5.78493600108415e-08,1.68289047304266e-06,8.71297850440002,TRUE
"Preb",-1.72618321383037,6.91900208214131,-11.3500985989499,6.06457625187856e-08,1.74520179910174e-06,8.69319693347634,TRUE
"Gsr",-1.3782800006573,9.59667817440017,-11.4369424967795,5.55699380004862e-08,1.62842309158934e-06,8.69051472367582,TRUE
"Hsd11b1",-2.20147261786122,5.21793672822087,-11.2296680022541,6.85245231498275e-08,1.91009123762585e-06,8.68330602882795,TRUE
"Scimp",2.82000448809491,4.96941128320475,11.2156329233233,6.9511846066191e-08,1.92420335131324e-06,8.67371250125957,TRUE
"Gcnt2",-1.44703942536375,8.88298704784006,-11.4005217154136,5.76408529388193e-08,1.68289047304266e-06,8.67283249029659,TRUE
"Tlr1",-3.08860404502588,4.62663538140243,-11.180651104138,7.20397459309266e-08,1.96695552029834e-06,8.63545155758492,TRUE
"Zcchc2",-1.52711175666787,8.25237261943911,-11.317365979797,6.26861182306207e-08,1.77832959519491e-06,8.60597723039224,TRUE
"Snx18",-1.41237656213103,9.32981499186532,-11.3413136791519,6.11862707388624e-08,1.75444503910717e-06,8.59746431914495,TRUE
"Cwc25",-1.96681539182552,6.97719846350077,-11.2497351776381,6.71389070977455e-08,1.88460090098935e-06,8.58828432609464,TRUE
"Samhd1",-1.6069671128306,9.30782477432156,-11.3241154524252,6.22594459129908e-08,1.77832959519491e-06,8.5803907859286,TRUE
"Cdk5r1",-2.89177577556027,5.21622189043016,-11.10925137274,7.7510651788395e-08,2.08782900440121e-06,8.57057199301519,TRUE
"Cxcl3",-1.94199412155402,9.77948033104358,-11.318347909676,6.26238503674018e-08,1.77832959519491e-06,8.56146890146572,TRUE
"Niban2",1.5811628354592,7.61264035968405,11.2411913470778,6.77251390604695e-08,1.89440948420894e-06,8.55250184289816,TRUE
"Crebl2",-2.54061679600305,5.45407401015583,-11.1014593315566,7.81341495004931e-08,2.09756106041592e-06,8.54366070002633,TRUE
"Atp2a3",1.6040321140644,7.85827567797286,11.2173424657222,6.9390773131449e-08,1.92420335131324e-06,8.51632615370771,TRUE
"Cd101",-1.60236903185886,7.25653865467699,-11.1813634872076,7.198729422875e-08,1.96695552029834e-06,8.49785681290305,TRUE
"Oasl1",-2.06256973972916,5.4879069561917,-11.0682101355428,8.08557601515751e-08,2.16336482010903e-06,8.49728982239118,TRUE
"Jdp2",-1.44899692923443,8.25318946090206,-11.2121135871279,6.97618060137008e-08,1.92446361417106e-06,8.49457824969705,TRUE
"Smchd1",-2.19271558905008,7.98596804162568,-11.1925140754924,7.11716103976852e-08,1.95660784598447e-06,8.48347373393037,TRUE
"Acta2",-2.20249844164539,5.1091878143631,-11.0235805672962,8.4669888104102e-08,2.24291094315502e-06,8.47649605683504,TRUE
"Lgals8",-1.65644646324502,6.81638256335219,-11.1263813833135,7.61586392593084e-08,2.05834160160293e-06,8.46231310309796,TRUE
"Mir22hg",-1.57976029043726,8.12632966999874,-11.1397090992018,7.51242301353115e-08,2.03726725790675e-06,8.42188108196995,TRUE
"Ipcef1",-2.02520707593813,6.06750445001981,-11.0364115826984,8.35539404124529e-08,2.22070273521469e-06,8.42052572923859,TRUE
"Il1rap",-1.48803622564611,8.90413999564429,-11.1571856485911,7.37905952905371e-08,2.00790735484455e-06,8.41496862276695,TRUE
"Adam19",-1.8579086083965,5.81181513870367,-11.0087977371698,8.5975443405798e-08,2.26251166857363e-06,8.40680742826009,TRUE
"Hacd4",-2.14440941680896,5.04901876661666,-10.9372601984134,9.26057220651798e-08,2.37862639882231e-06,8.38885646157053,TRUE
"Zfp523",-2.10493476435787,6.51675728940185,-11.0047312744518,8.63383503932785e-08,2.26461246933189e-06,8.35890946687499,TRUE
"Gm7160",-1.96341024947551,5.49809406943765,-10.930052021989,9.33035911077248e-08,2.38475632224217e-06,8.34939680259293,TRUE
"Trem3",-1.93239313399226,6.42446347309456,-10.9700272652045,8.9503150738393e-08,2.31285242421883e-06,8.32421429382802,TRUE
"Riok3",-1.55299999015137,8.8929324539905,-11.0648477754131,8.11365948550595e-08,2.16364252946825e-06,8.31660858272459,TRUE
"Ppard",-1.71247675634734,6.87732793485894,-10.968738688784,8.96230314384797e-08,2.31285242421883e-06,8.29144842209721,TRUE
"Sirpb1b",-1.55350180570317,6.83758261267488,-10.9355951260257,9.27664295540701e-08,2.37862639882231e-06,8.25568421368418,TRUE
"Ifi204",-1.80003155209191,5.83813479076462,-10.8691065705266,9.94345735270702e-08,2.50149870508353e-06,8.25494082925992,TRUE
"ENSMUSG00000101517",-2.39448933684122,6.35122139473894,-10.8912169093549,9.71617992118534e-08,2.45979238511021e-06,8.25440538891841,TRUE
"Pnpo",-1.95834935332875,5.62977600940947,-10.845261075288,1.01949757755464e-07,2.55673373681416e-06,8.24899010317083,TRUE
"Irf9",-1.85685113583387,6.55060299813605,-10.9041948225622,9.58537652853408e-08,2.44213414739722e-06,8.2441104222235,TRUE
"Actr3",-1.38941814587915,9.78549342513746,-11.0160010966116,8.53365972625375e-08,2.25311147887888e-06,8.23755145687459,TRUE
"Map2k3",-1.3720676983983,9.2355421427384,-10.9936791267043,8.73330134643105e-08,2.27127861745845e-06,8.22887557692295,TRUE
"Dusp16",-1.44822461929837,9.29280154618482,-10.9924517844948,8.74442267721504e-08,2.27127861745845e-06,8.22603101718163,TRUE
"Litaf",-1.26761996024245,10.708118981386,-10.9991741827144,8.68369460133228e-08,2.27024695459668e-06,8.1937024469902,TRUE
"Mindy1",-2.18178047474572,7.52294077518495,-10.8987206525029,9.6403185241186e-08,2.44833486326822e-06,8.18689343638143,TRUE
"2310043M15Rik",-2.25145845877846,4.85733210732889,-10.708059204793,1.17812429595592e-07,2.89110256676299e-06,8.1583006635557,TRUE
"Tnrc6b",-1.67880565386348,7.40428998507932,-10.8243461076281,1.04212031458336e-07,2.59718458463142e-06,8.10778354670213,TRUE
"Nudt18",-2.57653258525216,5.08932095369589,-10.6643926312901,1.23400804721658e-07,2.97119103451783e-06,8.1060208585457,TRUE
"Dennd1c",-1.44641336107667,8.10618997936194,-10.8375910886613,1.02773208879834e-07,2.56933022199585e-06,8.09630206769282,TRUE
"Gpr35",-1.29601343718575,9.90173162693722,-10.88512428324,9.77824610867181e-08,2.46769617884462e-06,8.09201504948126,TRUE
"Stat4",-3.41675666431399,4.20914981886433,-10.6955879000549,1.1938026916918e-07,2.91171388217513e-06,8.08446624558804,TRUE
"Sik1",-1.77035403520259,8.07341931898056,-10.809641827533,1.05834720534821e-07,2.62943405055456e-06,8.06720398672709,TRUE
"Nr3c1",-1.70311123486539,6.8210365262004,-10.7531725375809,1.12322766336996e-07,2.78198802073055e-06,8.0608443991393,TRUE
"Phf21a",-1.77800797857949,5.77201793886395,-10.6765176532932,1.21821111748924e-07,2.96221548325652e-06,8.05184108278342,TRUE
"ENSMUSG00000120685",-3.14697681724276,5.79634831992971,-10.6024957634739,1.31814514290215e-07,3.09397038458412e-06,8.00621290849633,TRUE
"Tspan13",-2.12322111970783,6.33344021519909,-10.6652791913417,1.23284559465784e-07,2.97119103451783e-06,8.00418468182898,TRUE
"Tmem120a",-1.93446550222539,5.70285682827492,-10.6243505465586,1.28775581425836e-07,3.05698709616229e-06,8.00407304655615,TRUE
"Syne3",2.43452240560291,5.24647831381466,10.5581385498928,1.38221390096356e-07,3.17750322060589e-06,8.00025443320208,TRUE
"Col15a1",1.95771594399261,6.1435090950298,10.614091767962,1.30192616819233e-07,3.08148205489308e-06,7.98401560407511,TRUE
"Helz2",-1.66946864372994,8.57999646576558,-10.7350936212045,1.14489057996189e-07,2.82689032089356e-06,7.96831900657874,TRUE
"Gm39321",-1.71490964738898,5.8418062047445,-10.6051108971275,1.31446861350826e-07,3.09397038458412e-06,7.9670247399864,TRUE
"Fem1c",-1.38011586285694,8.99847594576427,-10.7291795903995,1.15207391017984e-07,2.83587424044269e-06,7.94694543072709,TRUE
"Abtb1",-2.17876534418888,4.86843526479774,-10.4817682834614,1.50047496928194e-07,3.38235444394016e-06,7.91514240285137,TRUE
"Acvrl1",-2.66367732171197,7.01165516340464,-10.5992553226079,1.32271606964468e-07,3.09397038458412e-06,7.89714023714444,TRUE
"Osbpl9",-1.39696474704694,8.406160780612,-10.6611635960799,1.23825188392676e-07,2.97119103451783e-06,7.89167306263578,TRUE
"Capzb",-1.37878831490121,8.40082280262229,-10.6594788907939,1.24047225691119e-07,2.97119103451783e-06,7.88994753143855,TRUE
"Parp10",-1.60208178939669,6.54663120047031,-10.5811137512664,1.34862218139533e-07,3.12362145320209e-06,7.8868623793425,TRUE
"Rasgrp2",-2.74735332557563,5.53121866050965,-10.4814933626516,1.50091978449845e-07,3.38235444394016e-06,7.88254282268986,TRUE
"ENSMUSG00000121141",-1.4633272636004,8.31293489723225,-10.6315496576027,1.27791051709226e-07,3.0426440883149e-06,7.8622849606393,TRUE
"Stk40",-1.31220878195191,9.31306733064001,-10.660052404744,1.23971591005789e-07,2.97119103451783e-06,7.86057557043234,TRUE
"Il1r2",-1.22592353199117,11.5188616858409,-10.7017752674891,1.18599641991881e-07,2.90152029337935e-06,7.8428846711304,TRUE
"Mxi1",-2.01810833963892,7.17284522251444,-10.5683030209539,1.36724324651736e-07,3.15214581329652e-06,7.84121429227781,TRUE
"Plgrkt",-1.73751655661756,6.589072329416,-10.5375033390954,1.41314947850636e-07,3.239311125516e-06,7.8383005383473,TRUE
"Ttc7",-1.6888921318849,7.43598142469938,-10.5794906860771,1.3509662785099e-07,3.12362145320209e-06,7.83668217144465,TRUE
"Rassf3",-1.72946880726958,6.34326846833573,-10.5189214243147,1.44164234362611e-07,3.29518249971683e-06,7.83397286488488,TRUE
"Rab20",-1.38383037285096,7.87147866486664,-10.5916439677746,1.33351951657797e-07,3.10120817808829e-06,7.8330735714636,TRUE
"Mgam",-2.94908266366095,5.13169769163857,-10.4036692204437,1.63270567397183e-07,3.61818431905114e-06,7.83073822119593,TRUE
"Gpsm3",-1.61168593042215,6.21655667604866,-10.5055257949831,1.46256442521114e-07,3.33348017142141e-06,7.82614678774797,TRUE
"Map2k4",-1.65191581087831,8.59497068001208,-10.6014346426416,1.31964007981683e-07,3.09397038458412e-06,7.81957925580095,TRUE
"Lrrk2",-1.80392192917745,6.12472078309682,-10.4747806280007,1.51182479861911e-07,3.38784268598121e-06,7.8023791532853,TRUE
"Samsn1",-1.36917925181388,9.37769214732744,-10.5965537930361,1.32653980239044e-07,3.09397038458412e-06,7.78800494739969,TRUE
"Ifitm3",-1.53348637265794,6.66270123568777,-10.4878395789344,1.49068768644046e-07,3.37832903442597e-06,7.77456467605897,TRUE
"Fth1",-1.19736913326039,12.9936966607125,-10.6491771978541,1.25414265411744e-07,2.99496753222075e-06,7.73894986736328,TRUE
"Atp1a3",-1.38330743923322,7.90873949363598,-10.5021731330276,1.4678515710163e-07,3.33602629776433e-06,7.73183461659445,TRUE
"Baz2b",-1.56006350592848,7.90881115255402,-10.4750725587279,1.51134878746246e-07,3.38784268598121e-06,7.70145513789553,TRUE
"1700071M16Rik",-2.53666347010047,4.4243061568508,-10.2666057017763,1.8959238663858e-07,4.00841139349363e-06,7.69620764086254,TRUE
"Med12l",2.07801751518401,6.15892926201943,10.3511465985947,1.7286239973921e-07,3.79917362064198e-06,7.69614283910438,TRUE
